Kampanya İsmi;Gönderim Tarihi;E-Posta Konusu;Gönderim Kriterleri;Hariç Tutulacak Kriterler;Gönderilen;Okunan;Okuma Oranı;Tekil Tıklama;Tekil Tıklama Oranı;Toplam Okuma;Toplam Tıklama;Ulaşmayan;Ulaşmayan Oranı;Geçersiz;Geçersiz Oranı;Diğer;Diğer Oran;Üyelikten Ayrılanlar;Üyelikten Ayrılan Oranı;Şikayet;Şikayet Oranı;Ziyaretçi;Satın Alan;Satın Alan Oranı;Ürün;Ciro
ankANK_5458943;22/01/2025 08:30;<##PersonalSubject##>;;;15272;4175;27,34;21;0,50;4879;31;1;0,01;1;0,01;11095;72,65;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458945;22/01/2025 08:30;<##PersonalSubject##>;;;19422;4598;23,67;4;0,09;5341;6;0;0,00;6;0,03;14818;76,29;0;0,00;0;0,00;;0;0,00;0;
istIST_5458941;22/01/2025 08:30;<##PersonalSubject##>;;;77368;22314;28,84;92;0,41;26432;130;6;0,01;19;0,02;55029;71,13;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458937;21/01/2025 08:30;<##PersonalSubject##>;;;6664;1731;25,98;5;0,29;1979;5;3;0,05;3;0,05;4927;73,93;0;0,00;0;0,00;;0;0,00;0;
antANT_5458939;21/01/2025 08:30;<##PersonalSubject##>;;;6600;1538;23,30;7;0,46;1749;9;0;0,00;4;0,06;5058;76,64;0;0,00;0;0,00;;0;0,00;0;
istIST_5458931;21/01/2025 08:30;<##PersonalSubject##>;;;77382;22275;28,79;89;0,40;26139;142;4;0,01;23;0,03;55080;71,18;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458935;21/01/2025 08:30;<##PersonalSubject##>;;;19427;4530;23,32;3;0,07;5173;3;3;0,02;3;0,02;14891;76,65;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458933;21/01/2025 08:30;<##PersonalSubject##>;;;15273;4337;28,40;23;0,53;5015;33;2;0,01;3;0,02;10931;71,57;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458927;20/01/2025 08:30;<##PersonalSubject##>;;;6664;1774;26,62;4;0,23;2046;6;1;0,02;1;0,02;4888;73,35;0;0,00;0;0,00;;0;0,00;0;
istIST_5458921;20/01/2025 08:30;<##PersonalSubject##>;;;77381;22332;28,86;92;0,41;26101;146;9;0,01;11;0,01;55029;71,11;0;0,00;0;0,00;;0;0,00;0;
antANT_5458929;20/01/2025 08:30;<##PersonalSubject##>;;;6600;1564;23,70;5;0,32;1802;6;0;0,00;1;0,02;5035;76,29;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458923;20/01/2025 08:30;<##PersonalSubject##>;;;15273;4301;28,16;27;0,63;5008;34;1;0,01;3;0,02;10968;71,81;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458925;20/01/2025 08:30;<##PersonalSubject##>;;;19426;4627;23,82;5;0,11;5338;7;0;0,00;6;0,03;14793;76,15;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458915;19/01/2025 08:30;<##PersonalSubject##>;;;19425;4506;23,20;4;0,09;5124;6;1;0,01;4;0,02;14914;76,78;0;0,00;0;0,00;;0;0,00;0;
istIST_5458911;19/01/2025 08:30;<##PersonalSubject##>;;;77392;21953;28,37;86;0,39;25458;102;10;0,01;9;0,01;55420;71,61;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458913;19/01/2025 08:30;<##PersonalSubject##>;;;15274;4186;27,41;31;0,74;4865;33;0;0,00;2;0,01;11086;72,58;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458917;19/01/2025 08:30;<##PersonalSubject##>;;;6665;1715;25,73;3;0,17;1945;4;2;0,03;2;0,03;4946;74,21;0;0,00;0;0,00;;0;0,00;0;
antANT_5458919;19/01/2025 08:30;<##PersonalSubject##>;;;6603;1576;23,87;4;0,25;1777;7;0;0,00;2;0,03;5025;76,10;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458909;18/01/2025 13:00;<##PersonalSubject##>;;;116647;32001;27,43;113;0,35;37323;168;10;0,01;13;0,01;84623;72,55;0;0,00;0;0,00;;0;0,00;0;
istIST_5458899;18/01/2025 08:30;<##PersonalSubject##>;;;77404;22168;28,64;85;0,38;25702;94;8;0,01;17;0,02;55211;71,33;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458905;18/01/2025 08:30;<##PersonalSubject##>;;;6666;1736;26,04;5;0,29;1995;6;0;0,00;1;0,02;4929;73,94;0;0,00;0;0,00;;0;0,00;0;
antANT_5458907;18/01/2025 08:30;<##PersonalSubject##>;;;6605;1566;23,71;6;0,38;1793;8;0;0,00;2;0,03;5037;76,26;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458901;18/01/2025 08:30;<##PersonalSubject##>;;;15282;4238;27,73;18;0,42;4948;18;0;0,00;7;0,05;11037;72,22;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458903;18/01/2025 08:30;<##PersonalSubject##>;;;19431;4569;23,51;3;0,07;5226;5;3;0,02;6;0,03;14853;76,44;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458891;17/01/2025 08:30;<##PersonalSubject##>;;;15284;4186;27,39;26;0,62;4893;28;0;0,00;2;0,01;11096;72,60;0;0,00;0;0,00;;0;0,00;0;
antANT_5458897;17/01/2025 08:30;<##PersonalSubject##>;;;6604;1533;23,21;5;0,33;1729;7;1;0,02;1;0,02;5069;76,76;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458895;17/01/2025 08:30;<##PersonalSubject##>;;;6666;1720;25,80;5;0,29;1951;6;2;0,03;0;0,00;4944;74,17;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458893;17/01/2025 08:30;<##PersonalSubject##>;;;19427;4450;22,91;9;0,20;5168;20;2;0,01;2;0,01;14973;77,07;0;0,00;0;0,00;;0;0,00;0;
istIST_5458889;17/01/2025 08:30;<##PersonalSubject##>;;;77417;21222;27,41;82;0,39;24857;118;0;0,00;23;0,03;56172;72,56;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458887;16/01/2025 13:00;<##PersonalSubject##>;;;116694;30974;26,54;113;0,36;36226;174;5;0,00;34;0,03;85681;73,42;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458883;16/01/2025 08:30;<##PersonalSubject##>;;;6667;1758;26,37;5;0,28;2004;5;1;0,01;3;0,04;4905;73,57;0;0,00;0;0,00;;0;0,00;0;
antANT_5458885;16/01/2025 08:30;<##PersonalSubject##>;;;6609;1551;23,47;5;0,32;1754;7;0;0,00;4;0,06;5054;76,47;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458881;16/01/2025 08:30;<##PersonalSubject##>;;;19436;4500;23,15;3;0,07;5162;5;1;0,01;3;0,02;14932;76,83;0;0,00;0;0,00;;0;0,00;0;
istIST_5458877;16/01/2025 08:30;<##PersonalSubject##>;;;77423;22004;28,42;97;0,44;25703;153;3;0,00;17;0,02;55399;71,55;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458879;16/01/2025 08:30;<##PersonalSubject##>;;;15290;4260;27,86;27;0,63;5019;37;0;0,00;3;0,02;11027;72,12;0;0,00;0;0,00;;0;0,00;0;
istIST_5458867;15/01/2025 08:30;<##PersonalSubject##>;;;77425;22051;28,48;84;0,38;25771;92;4;0,01;16;0,02;55354;71,49;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458869;15/01/2025 08:30;<##PersonalSubject##>;;;15289;4277;27,97;20;0,47;5007;27;0;0,00;4;0,03;11008;72,00;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458871;15/01/2025 08:30;<##PersonalSubject##>;;;19434;4535;23,34;5;0,11;5218;7;2;0,01;2;0,01;14895;76,64;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458873;15/01/2025 08:30;<##PersonalSubject##>;;;6669;1772;26,57;6;0,34;2038;12;0;0,00;2;0,03;4895;73,40;0;0,00;0;0,00;;0;0,00;0;
antANT_5458875;15/01/2025 08:30;<##PersonalSubject##>;;;6606;1574;23,83;3;0,19;1812;5;0;0,00;2;0,03;5030;76,14;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458859;14/01/2025 08:30;<##PersonalSubject##>;;;15289;4322;28,27;23;0,53;5039;33;0;0,00;3;0,02;10964;71,71;0;0,00;0;0,00;;0;0,00;0;
istIST_5458857;14/01/2025 08:30;<##PersonalSubject##>;;;77436;21874;28,25;105;0,48;25632;195;5;0,01;14;0,02;55543;71,73;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458863;14/01/2025 08:30;<##PersonalSubject##>;;;6673;1739;26,06;5;0,29;1983;5;2;0,03;3;0,04;4929;73,86;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458861;14/01/2025 08:30;<##PersonalSubject##>;;;19445;4596;23,64;4;0,09;5284;6;2;0,01;10;0,05;14837;76,30;0;0,00;0;0,00;;0;0,00;0;
antANT_5458865;14/01/2025 08:30;<##PersonalSubject##>;;;6610;1589;24,04;5;0,31;1796;7;0;0,00;4;0,06;5017;75,90;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458853;13/01/2025 08:30;<##PersonalSubject##>;;;6674;1705;25,55;4;0,23;1988;6;2;0,03;1;0,01;4966;74,41;0;0,00;0;0,00;;0;0,00;0;
antANT_5458855;13/01/2025 08:30;<##PersonalSubject##>;;;6612;1559;23,58;4;0,26;1790;6;0;0,00;3;0,05;5050;76,38;0;0,00;0;0,00;;0;0,00;0;
istIST_5458847;13/01/2025 08:30;<##PersonalSubject##>;;;77451;22020;28,43;95;0,43;25832;159;1;0,00;28;0,04;55402;71,53;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458849;13/01/2025 08:30;<##PersonalSubject##>;;;15287;4174;27,30;27;0,65;4872;43;0;0,00;3;0,02;11110;72,68;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458851;13/01/2025 08:30;<##PersonalSubject##>;;;19449;4512;23,20;5;0,11;5199;10;1;0,01;9;0,05;14927;76,75;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458843;12/01/2025 08:30;<##PersonalSubject##>;;;6678;1751;26,22;5;0,29;2011;6;2;0,03;4;0,06;4921;73,69;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458839;12/01/2025 08:30;<##PersonalSubject##>;;;15288;4320;28,26;28;0,65;5031;44;1;0,01;3;0,02;10964;71,72;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458841;12/01/2025 08:30;<##PersonalSubject##>;;;19446;4597;23,64;3;0,07;5269;5;0;0,00;2;0,01;14847;76,35;0;0,00;0;0,00;;0;0,00;0;
istIST_5458837;12/01/2025 08:30;<##PersonalSubject##>;;;77452;22406;28,93;77;0,34;25997;126;4;0,01;13;0,02;55029;71,05;0;0,00;0;0,00;;0;0,00;0;
antANT_5458845;12/01/2025 08:30;<##PersonalSubject##>;;;6612;1573;23,79;4;0,25;1805;6;0;0,00;2;0,03;5037;76,18;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458835;11/01/2025 13:00;<##PersonalSubject##>;;;116764;32630;27,95;109;0,33;37973;174;43;0,04;22;0,02;84069;72,00;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458827;11/01/2025 08:30;<##PersonalSubject##>;;;15284;4332;28,34;24;0,55;5009;36;0;0,00;0;0,00;10952;71,66;0;0,00;0;0,00;;0;0,00;0;
istIST_5458825;11/01/2025 08:30;<##PersonalSubject##>;;;77475;22202;28,66;94;0,42;25769;103;1;0,00;25;0,03;55247;71,31;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458829;11/01/2025 08:30;<##PersonalSubject##>;;;19454;4525;23,26;5;0,11;5200;10;3;0,02;9;0,05;14917;76,68;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458831;11/01/2025 08:30;<##PersonalSubject##>;;;6677;1777;26,61;6;0,34;2033;9;1;0,01;0;0,00;4899;73,37;0;0,00;0;0,00;;0;0,00;0;
antANT_5458833;11/01/2025 08:30;<##PersonalSubject##>;;;6614;1563;23,63;4;0,26;1791;4;0;0,00;1;0,02;5050;76,35;0;0,00;0;0,00;;0;0,00;0;
istIST_5458815;10/01/2025 08:30;<##PersonalSubject##>;;;77545;22027;28,41;91;0,41;25795;100;9;0,01;72;0,09;55437;71,49;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458817;10/01/2025 08:30;<##PersonalSubject##>;;;15296;4212;27,54;25;0,59;4889;35;0;0,00;14;0,09;11070;72,37;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458821;10/01/2025 08:30;<##PersonalSubject##>;;;6685;1746;26,12;5;0,29;2053;6;2;0,03;8;0,12;4929;73,73;0;0,00;0;0,00;;0;0,00;0;
antANT_5458823;10/01/2025 08:30;<##PersonalSubject##>;;;6619;1561;23,58;4;0,26;1790;6;1;0,02;7;0,11;5050;76,30;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458819;10/01/2025 08:30;<##PersonalSubject##>;;;19469;4513;23,18;3;0,07;5167;5;3;0,02;20;0,10;14933;76,70;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458621;05/01/2025 08:30;<##PersonalSubject##>;;;15272;4366;28,59;27;0,62;5143;34;0;0,00;2;0,01;10904;71,40;0;0,00;0;0,00;;0;0,00;0;
istIST_5458619;05/01/2025 08:30;<##PersonalSubject##>;;;77439;22956;29,64;80;0,35;26951;135;4;0,01;21;0,03;54458;70,32;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458623;05/01/2025 08:30;<##PersonalSubject##>;;;19442;4609;23,71;3;0,07;5261;3;2;0,01;10;0,05;14821;76,23;0;0,00;0;0,00;;0;0,00;0;
antANT_5458627;05/01/2025 08:30;<##PersonalSubject##>;;;6607;1652;25,00;5;0,30;1909;8;0;0,00;2;0,03;4953;74,97;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458625;05/01/2025 08:30;<##PersonalSubject##>;;;6680;1798;26,92;5;0,28;2069;6;1;0,01;1;0,01;4880;73,05;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458617;04/01/2025 13:00;<##PersonalSubject##>;;;116717;32377;27,74;134;0,41;37679;208;9;0,01;13;0,01;84318;72,24;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458609;04/01/2025 08:30;<##PersonalSubject##>;;;15272;4564;29,88;24;0,53;5377;40;0;0,00;3;0,02;10705;70,10;0;0,00;0;0,00;;0;0,00;0;
istIST_5458607;04/01/2025 08:30;<##PersonalSubject##>;;;77445;23421;30,24;98;0,42;27670;158;2;0,00;14;0,02;54008;69,74;0;0,00;0;0,00;;0;0,00;0;
antANT_5458615;04/01/2025 08:30;<##PersonalSubject##>;;;6606;1579;23,90;4;0,25;1825;6;0;0,00;1;0,02;5026;76,08;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458611;04/01/2025 08:30;<##PersonalSubject##>;;;19446;4601;23,66;3;0,07;5289;5;1;0,01;8;0,04;14836;76,29;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458613;04/01/2025 08:30;<##PersonalSubject##>;;;6679;1816;27,19;5;0,28;2117;5;2;0,03;0;0,00;4861;72,78;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458599;03/01/2025 08:30;<##PersonalSubject##>;;;15278;4203;27,51;18;0,43;4880;19;0;0,00;5;0,03;11070;72,46;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458601;03/01/2025 08:30;<##PersonalSubject##>;;;19453;4488;23,07;4;0,09;5151;7;3;0,02;11;0,06;14951;76,86;0;0,00;0;0,00;;0;0,00;0;
istIST_5458597;03/01/2025 08:30;<##PersonalSubject##>;;;77444;21829;28,19;89;0,41;25644;136;3;0,00;19;0,02;55593;71,78;0;0,00;0;0,00;;0;0,00;0;
antANT_5458605;03/01/2025 08:30;<##PersonalSubject##>;;;6610;1551;23,46;4;0,26;1798;6;1;0,02;4;0,06;5054;76,46;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458603;03/01/2025 08:30;<##PersonalSubject##>;;;6680;1723;25,79;5;0,29;2008;6;1;0,01;1;0,01;4955;74,18;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458595;02/01/2025 13:00;<##PersonalSubject##>;;;116732;31872;27,30;118;0,37;37496;174;9;0,01;24;0,02;84827;72,67;0;0,00;0;0,00;;0;0,00;0;
antANT_5458593;02/01/2025 08:30;<##PersonalSubject##>;;;6611;1601;24,22;4;0,25;1831;4;0;0,00;3;0,05;5007;75,74;0;0,00;0;0,00;;0;0,00;0;
istIST_5458585;02/01/2025 08:30;<##PersonalSubject##>;;;77454;21882;28,25;95;0,43;25855;150;2;0,00;24;0,03;55546;71,71;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458589;02/01/2025 08:30;<##PersonalSubject##>;;;19460;4545;23,36;5;0,11;5182;9;2;0,01;11;0,06;14902;76,58;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458591;02/01/2025 08:30;<##PersonalSubject##>;;;6679;1757;26,31;5;0,28;2017;5;1;0,01;0;0,00;4921;73,68;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458587;02/01/2025 08:30;<##PersonalSubject##>;;;15277;4285;28,05;26;0,61;4974;36;0;0,00;2;0,01;10990;71,94;0;0,00;0;0,00;;0;0,00;0;
antANT_5458583;01/01/2025 08:30;<##PersonalSubject##>;;;6613;1615;24,42;4;0,25;1856;4;0;0,00;2;0,03;4996;75,55;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458579;01/01/2025 08:30;<##PersonalSubject##>;;;19459;4563;23,45;4;0,09;5225;6;0;0,00;4;0,02;14892;76,53;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458581;01/01/2025 08:30;<##PersonalSubject##>;;;6679;1778;26,62;4;0,22;2051;6;0;0,00;2;0,03;4899;73,35;0;0,00;0;0,00;;0;0,00;0;
istIST_5458575;01/01/2025 08:30;<##PersonalSubject##>;;;77457;22615;29,20;91;0,40;26464;143;2;0,00;21;0,03;54819;70,77;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458577;01/01/2025 08:30;<##PersonalSubject##>;;;15276;4384;28,70;17;0,39;5123;28;0;0,00;0;0,00;10892;71,30;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458567;31/12/2024 08:30;<##PersonalSubject##>;;;15282;4340;28,40;25;0,58;5086;34;0;0,00;6;0,04;10936;71,56;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458569;31/12/2024 08:30;<##PersonalSubject##>;;;19453;4613;23,71;3;0,07;5212;5;0;0,00;4;0,02;14836;76,27;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458571;31/12/2024 08:30;<##PersonalSubject##>;;;6675;1755;26,29;5;0,28;2042;6;0;0,00;1;0,01;4919;73,69;0;0,00;0;0,00;;0;0,00;0;
istIST_5458565;31/12/2024 08:30;<##PersonalSubject##>;;;77464;22625;29,21;98;0,43;26564;151;4;0,01;15;0,02;54820;70,77;0;0,00;0;0,00;;0;0,00;0;
antANT_5458573;31/12/2024 08:30;<##PersonalSubject##>;;;6612;1581;23,91;4;0,25;1805;6;0;0,00;1;0,02;5030;76,07;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458557;30/12/2024 08:30;<##PersonalSubject##>;;;15276;4304;28,17;25;0,58;5061;35;0;0,00;2;0,01;10970;71,81;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458559;30/12/2024 08:30;<##PersonalSubject##>;;;19451;4503;23,15;4;0,09;5112;4;1;0,01;4;0,02;14943;76,82;0;0,00;0;0,00;;0;0,00;0;
istIST_5458555;30/12/2024 08:30;<##PersonalSubject##>;;;77437;22314;28,82;85;0,38;26384;135;6;0,01;13;0,02;55114;71,17;0;0,00;0;0,00;;0;0,00;0;
antANT_5458563;30/12/2024 08:30;<##PersonalSubject##>;;;6612;1581;23,91;4;0,25;1794;6;0;0,00;4;0,06;5027;76,03;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458561;30/12/2024 08:30;<##PersonalSubject##>;;;6677;1736;26,00;5;0,29;2017;6;0;0,00;1;0,01;4940;73,99;0;0,00;0;0,00;;0;0,00;0;
istIST_5458545;29/12/2024 08:30;<##PersonalSubject##>;;;77449;22399;28,92;99;0,44;26155;153;5;0,01;19;0,02;55026;71,05;0;0,00;0;0,00;;0;0,00;0;
antANT_5458553;29/12/2024 08:30;<##PersonalSubject##>;;;6612;1581;23,91;5;0,32;1792;10;0;0,00;3;0,05;5028;76,04;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458547;29/12/2024 08:30;<##PersonalSubject##>;;;15276;4380;28,67;27;0,62;5093;38;2;0,01;2;0,01;10892;71,30;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458551;29/12/2024 08:30;<##PersonalSubject##>;;;6678;1782;26,68;4;0,22;2039;6;0;0,00;1;0,01;4895;73,30;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458549;29/12/2024 08:30;<##PersonalSubject##>;;;19457;4584;23,56;7;0,15;5191;12;1;0,01;10;0,05;14862;76,38;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458543;28/12/2024 13:00;<##PersonalSubject##>;;;116662;32159;27,57;115;0,36;37640;121;9;0,01;19;0,02;84475;72,41;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458539;28/12/2024 08:30;<##PersonalSubject##>;;;6673;1672;25,06;5;0,30;1944;5;0;0,00;1;0,01;5000;74,93;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458535;28/12/2024 08:30;<##PersonalSubject##>;;;15269;4219;27,63;30;0,71;4895;30;2;0,01;4;0,03;11044;72,33;0;0,00;0;0,00;;0;0,00;0;
istIST_5458533;28/12/2024 08:30;<##PersonalSubject##>;;;77404;22149;28,61;84;0,38;25926;133;8;0,01;18;0,02;55229;71,35;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458537;28/12/2024 08:30;<##PersonalSubject##>;;;19429;4507;23,20;3;0,07;5168;5;0;0,00;8;0,04;14922;76,80;0;0,00;0;0,00;;0;0,00;0;
antANT_5458541;28/12/2024 08:30;<##PersonalSubject##>;;;6608;1539;23,29;4;0,26;1760;4;0;0,00;2;0,03;5067;76,68;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458529;27/12/2024 08:30;<##PersonalSubject##>;;;6672;1759;26,36;5;0,28;2084;6;0;0,00;2;0,03;4911;73,61;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458527;27/12/2024 08:30;<##PersonalSubject##>;;;19435;4602;23,68;5;0,11;5224;8;0;0,00;9;0,05;14824;76,27;0;0,00;0;0,00;;0;0,00;0;
antANT_5458531;27/12/2024 08:30;<##PersonalSubject##>;;;6605;1578;23,89;4;0,25;1800;4;0;0,00;1;0,02;5026;76,09;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458525;27/12/2024 08:30;<##PersonalSubject##>;;;15263;4374;28,66;26;0,59;5109;36;0;0,00;3;0,02;10886;71,32;0;0,00;0;0,00;;0;0,00;0;
istIST_5458523;27/12/2024 08:30;<##PersonalSubject##>;;;77385;22223;28,72;90;0,40;26122;100;5;0,01;10;0,01;55147;71,26;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458521;26/12/2024 13:00;<##PersonalSubject##>;;;116619;31153;26,71;114;0,37;36413;169;7;0,01;20;0,02;85457;73,28;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458517;26/12/2024 08:30;<##PersonalSubject##>;;;6672;1752;26,26;5;0,29;2017;6;0;0,00;3;0,04;4917;73,70;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458513;26/12/2024 08:30;<##PersonalSubject##>;;;15260;4260;27,92;23;0,54;4931;35;0;0,00;2;0,01;10998;72,07;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458515;26/12/2024 08:30;<##PersonalSubject##>;;;19437;4606;23,70;4;0,09;5266;6;0;0,00;9;0,05;14822;76,26;0;0,00;0;0,00;;0;0,00;0;
istIST_5458511;26/12/2024 08:30;<##PersonalSubject##>;;;77395;22172;28,65;111;0,50;26071;175;4;0,01;20;0,03;55199;71,32;0;0,00;0;0,00;;0;0,00;0;
antANT_5458519;26/12/2024 08:30;<##PersonalSubject##>;;;6604;1551;23,49;4;0,26;1773;6;0;0,00;0;0,00;5053;76,51;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458505;25/12/2024 08:30;<##PersonalSubject##>;;;19443;4465;22,96;4;0,09;5077;6;0;0,00;6;0,03;14972;77,00;0;0,00;0;0,00;;0;0,00;0;
antANT_5458509;25/12/2024 08:30;<##PersonalSubject##>;;;6603;1527;23,13;6;0,39;1730;8;0;0,00;2;0,03;5074;76,84;0;0,00;0;0,00;;0;0,00;0;
istIST_5458501;25/12/2024 08:30;<##PersonalSubject##>;;;77376;22346;28,88;92;0,41;26221;103;5;0,01;24;0,03;55031;71,12;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458503;25/12/2024 08:30;<##PersonalSubject##>;;;15260;4198;27,51;24;0,57;4896;36;0;0,00;2;0,01;11060;72,48;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458507;25/12/2024 08:30;<##PersonalSubject##>;;;6675;1696;25,41;5;0,29;1973;6;0;0,00;4;0,06;4975;74,53;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458497;24/12/2024 08:30;<##PersonalSubject##>;;;6672;1738;26,05;5;0,29;2042;6;0;0,00;2;0,03;4932;73,92;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458495;24/12/2024 08:30;<##PersonalSubject##>;;;19443;4567;23,49;3;0,07;5189;5;0;0,00;8;0,04;14868;76,47;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458493;24/12/2024 08:30;<##PersonalSubject##>;;;15262;4337;28,42;25;0,58;5065;35;0;0,00;4;0,03;10921;71,56;0;0,00;0;0,00;;0;0,00;0;
istIST_5458491;24/12/2024 08:30;<##PersonalSubject##>;;;77400;22376;28,91;91;0,41;26383;139;7;0,01;18;0,02;54999;71,06;0;0,00;0;0,00;;0;0,00;0;
antANT_5458499;24/12/2024 08:30;<##PersonalSubject##>;;;6603;1552;23,50;5;0,32;1792;9;0;0,00;2;0,03;5049;76,47;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458483;23/12/2024 08:30;<##PersonalSubject##>;;;15263;4192;27,47;25;0,60;4856;34;0;0,00;4;0,03;11067;72,51;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458487;23/12/2024 08:30;<##PersonalSubject##>;;;6676;1713;25,66;5;0,29;2001;5;1;0,01;3;0,04;4959;74,28;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458485;23/12/2024 08:30;<##PersonalSubject##>;;;19439;4530;23,30;3;0,07;5161;5;0;0,00;4;0,02;14905;76,68;0;0,00;0;0,00;;0;0,00;0;
antANT_5458489;23/12/2024 08:30;<##PersonalSubject##>;;;6601;1604;24,30;4;0,25;1863;6;0;0,00;1;0,02;4996;75,69;0;0,00;0;0,00;;0;0,00;0;
istIST_5458481;23/12/2024 08:30;<##PersonalSubject##>;;;77409;21831;28,20;96;0,44;25630;142;4;0,01;20;0,03;55554;71,77;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458475;22/12/2024 08:30;<##PersonalSubject##>;;;19448;4571;23,50;3;0,07;5210;3;1;0,01;7;0,04;14869;76,46;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458477;22/12/2024 08:30;<##PersonalSubject##>;;;6672;1756;26,32;5;0,28;2018;5;0;0,00;1;0,01;4922;73,77;0;0,00;0;0,00;;0;0,00;0;
istIST_5458471;22/12/2024 08:30;<##PersonalSubject##>;;;77411;22680;29,30;89;0,39;26489;138;5;0,01;18;0,02;54708;70,67;0;0,00;0;0,00;;0;0,00;0;
