Kampanya İsmi;Gönderim Tarihi;E-Posta Konusu;Gönderim Kriterleri;Hariç Tutulacak Kriterler;Gönderilen;Okunan;Okuma Oranı;Tekil Tıklama;Tekil Tıklama Oranı;Toplam Okuma;Toplam Tıklama;Ulaşmayan;Ulaşmayan Oranı;Geçersiz;Geçersiz Oranı;Diğer;Diğer Oran;Üyelikten Ayrılanlar;Üyelikten Ayrılan Oranı;Şikayet;Şikayet Oranı;Ziyaretçi;Satın Alan;Satın Alan Oranı;Ürün;Ciro
ankANK_5461255;21/08/2025 08:30;<##PersonalSubject##>;;;12993;4026;30,99;20;0,50;4624;35;0;0,00;9;0,07;8958;68,94;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461247;20/08/2025 08:30;<##PersonalSubject##>;;;16549;4633;28,00;3;0,06;5276;4;390;2,36;19;0,11;11507;69,53;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461249;20/08/2025 08:30;<##PersonalSubject##>;;;5316;1748;32,88;7;0,40;1999;13;106;1,99;5;0,09;3457;65,03;0;0,00;0;0,00;;0;0,00;0;
istIST_5461243;20/08/2025 08:30;<##PersonalSubject##>;;;78236;20840;26,64;48;0,23;24243;95;1926;2,46;63;0,08;55407;70,82;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461245;20/08/2025 08:30;<##PersonalSubject##>;;;12971;3913;30,17;23;0,59;4515;35;626;4,83;14;0,11;8418;64,90;0;0,00;0;0,00;;0;0,00;0;
antANT_5461251;20/08/2025 08:30;<##PersonalSubject##>;;;5514;1505;27,29;2;0,13;1716;3;147;2,67;7;0,13;3855;69,91;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461239;19/08/2025 08:30;<##PersonalSubject##>;;;5332;1743;32,69;3;0,17;2012;5;0;0,00;6;0,11;3583;67,20;0;0,00;0;0,00;;0;0,00;0;
istIST_5461233;19/08/2025 08:30;<##PersonalSubject##>;;;78078;20896;26,76;63;0,30;24301;107;1831;2,35;59;0,08;55292;70,82;0;0,00;0;0,00;;0;0,00;0;
antANT_5461241;19/08/2025 08:30;<##PersonalSubject##>;;;5551;1490;26,84;6;0,40;1717;10;0;0,00;8;0,14;4053;73,01;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461235;19/08/2025 08:30;<##PersonalSubject##>;;;12850;3968;30,88;21;0,53;4571;29;1;0,01;4;0,03;8877;69,08;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461237;19/08/2025 08:30;<##PersonalSubject##>;;;16368;4606;28,14;1;0,02;5219;1;0;0,00;24;0,15;11738;71,71;0;0,00;0;0,00;;0;0,00;0;
istIST_5461223;18/08/2025 08:30;<##PersonalSubject##>;;;78623;20950;26,65;60;0,29;24262;108;3531;4,49;55;0,07;54087;68,79;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461225;18/08/2025 08:30;<##PersonalSubject##>;;;12856;3823;29,74;32;0,84;4391;33;1108;8,62;12;0,09;7913;61,55;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461229;18/08/2025 08:30;<##PersonalSubject##>;;;5415;1701;31,41;6;0,35;1941;10;178;3,29;6;0,11;3530;65,19;0;0,00;0;0,00;;0;0,00;0;
antANT_5461231;18/08/2025 08:30;<##PersonalSubject##>;;;5538;1480;26,72;3;0,20;1675;4;224;4,04;5;0,09;3829;69,14;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461227;18/08/2025 08:30;<##PersonalSubject##>;;;16404;4731;28,84;3;0,06;5368;5;607;3,70;15;0,09;11051;67,37;0;0,00;0;0,00;;0;0,00;0;
antANT_5461221;17/08/2025 08:30;<##PersonalSubject##>;;;5407;1511;27,95;1;0,07;1721;1;1;0,02;7;0,13;3888;71,91;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461219;17/08/2025 08:30;<##PersonalSubject##>;;;5240;1699;32,42;6;0,35;1901;8;2;0,04;8;0,15;3531;67,39;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461215;17/08/2025 08:30;<##PersonalSubject##>;;;12854;4007;31,17;20;0,50;4578;29;0;0,00;8;0,06;8839;68,76;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461217;17/08/2025 08:30;<##PersonalSubject##>;;;16287;4451;27,33;4;0,09;5017;8;1;0,01;24;0,15;11811;72,52;0;0,00;0;0,00;;0;0,00;0;
istIST_5461213;17/08/2025 08:30;<##PersonalSubject##>;;;78304;21789;27,83;57;0,26;25098;106;5;0,01;55;0,07;56455;72,10;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461211;16/08/2025 13:00;<##PersonalSubject##>;;;111028;30725;27,67;106;0,34;35426;128;15;0,01;23;0,02;80265;72,29;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461203;16/08/2025 08:30;<##PersonalSubject##>;;;12602;3828;30,38;15;0,39;4418;23;0;0,00;3;0,02;8771;69,60;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461205;16/08/2025 08:30;<##PersonalSubject##>;;;16421;4440;27,04;5;0,11;5019;9;1;0,01;20;0,12;11960;72,83;0;0,00;0;0,00;;0;0,00;0;
antANT_5461209;16/08/2025 08:30;<##PersonalSubject##>;;;5397;1487;27,55;2;0,13;1692;3;3;0,06;8;0,15;3899;72,24;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461207;16/08/2025 08:30;<##PersonalSubject##>;;;5179;1713;33,08;6;0,35;1954;6;1;0,02;4;0,08;3461;66,83;0;0,00;0;0,00;;0;0,00;0;
istIST_5461201;16/08/2025 08:30;<##PersonalSubject##>;;;78170;21347;27,31;77;0,36;24539;125;10;0,01;60;0,08;56753;72,60;0;0,00;0;0,00;;0;0,00;0;
istIST_5461191;15/08/2025 08:30;<##PersonalSubject##>;;;77880;21332;27,39;61;0,29;24730;115;8;0,01;60;0,08;56480;72,52;0;0,00;0;0,00;;0;0,00;0;
antANT_5461199;15/08/2025 08:30;<##PersonalSubject##>;;;5416;1561;28,82;4;0,26;1764;11;0;0,00;7;0,13;3848;71,05;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461193;15/08/2025 08:30;<##PersonalSubject##>;;;12730;4015;31,54;25;0,62;4661;30;1;0,01;9;0,07;8705;68,38;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461195;15/08/2025 08:30;<##PersonalSubject##>;;;16384;4727;28,85;3;0,06;5362;3;0;0,00;30;0,18;11627;70,97;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461197;15/08/2025 08:30;<##PersonalSubject##>;;;5278;1660;31,45;4;0,24;1901;9;2;0,04;8;0,15;3608;68,36;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461189;14/08/2025 13:00;<##PersonalSubject##>;;;111087;21304;19,18;3;0,01;23739;19;6;0,01;23;0,02;89754;80,80;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461181;14/08/2025 08:30;<##PersonalSubject##>;;;12573;1685;13,40;1;0,06;1828;8;0;0,00;9;0,07;10879;86,53;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461183;14/08/2025 08:30;<##PersonalSubject##>;;;16309;1802;11,05;0;0,00;1962;0;0;0,00;18;0,11;14489;88,84;0;0,00;0;0,00;;0;0,00;0;
istIST_5461179;14/08/2025 08:30;<##PersonalSubject##>;;;78412;9185;11,71;0;0,00;9960;0;5;0,01;55;0,07;69167;88,21;0;0,00;0;0,00;;0;0,00;0;
antANT_5461187;14/08/2025 08:30;<##PersonalSubject##>;;;5382;583;10,83;0;0,00;622;0;0;0,00;8;0,15;4791;89,02;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461185;14/08/2025 08:30;<##PersonalSubject##>;;;5232;720;13,76;0;0,00;784;0;1;0,02;7;0,13;4504;86,09;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461171;13/08/2025 08:30;<##PersonalSubject##>;;;12716;986;7,75;1;0,10;1068;1;1;0,01;8;0,06;11721;92,18;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461173;13/08/2025 08:30;<##PersonalSubject##>;;;16173;970;6,00;0;0,00;1060;0;2;0,01;20;0,12;15181;93,87;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461175;13/08/2025 08:30;<##PersonalSubject##>;;;5151;381;7,40;0;0,00;403;0;0;0,00;4;0,08;4766;92,53;0;0,00;0;0,00;;0;0,00;0;
istIST_5461169;13/08/2025 08:30;<##PersonalSubject##>;;;78187;4950;6,33;0;0,00;5330;0;10;0,01;54;0,07;73173;93,59;0;0,00;0;0,00;;0;0,00;0;
antANT_5461177;13/08/2025 08:30;<##PersonalSubject##>;;;5507;322;5,85;0;0,00;339;0;0;0,00;7;0,13;5178;94,03;0;0,00;0;0,00;;0;0,00;0;
istIST_5461159;12/08/2025 08:30;<##PersonalSubject##>;;;78228;4448;5,69;2;0,04;4821;2;28;0,04;50;0,06;73702;94,21;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461165;12/08/2025 08:30;<##PersonalSubject##>;;;5148;343;6,66;0;0,00;362;0;1;0,02;3;0,06;4801;93,26;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461161;12/08/2025 08:30;<##PersonalSubject##>;;;12535;870;6,94;0;0,00;932;0;3;0,02;9;0,07;11653;92,96;0;0,00;0;0,00;;0;0,00;0;
antANT_5461167;12/08/2025 08:30;<##PersonalSubject##>;;;5308;285;5,37;0;0,00;304;0;1;0,02;8;0,15;5014;94,46;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461163;12/08/2025 08:30;<##PersonalSubject##>;;;15728;962;6,12;0;0,00;1044;0;7;0,04;15;0,10;14744;93,74;0;0,00;0;0,00;;0;0,00;0;
burBUR_20250729_YEU_5461425;11/08/2025 13:00;Kaçırılmayacak Fırsat: 40 Seans Reformer Pilates Paketinde Özel Fiyat!;;;16765;1363;8,13;47;3,45;1518;57;5;0,03;103;0,61;15294;91,23;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461155;11/08/2025 08:30;<##PersonalSubject##>;;;5178;613;11,84;0;0,00;667;0;2;0,04;5;0,10;4558;88,03;0;0,00;0;0,00;;0;0,00;0;
antANT_5461157;11/08/2025 08:30;<##PersonalSubject##>;;;5336;509;9,54;0;0,00;556;0;2;0,04;8;0,15;4817;90,27;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461151;11/08/2025 08:30;<##PersonalSubject##>;;;12418;1442;11,61;0;0,00;1563;0;2;0,02;5;0,04;10969;88,33;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461153;11/08/2025 08:30;<##PersonalSubject##>;;;15796;1575;9,97;0;0,00;1708;0;3;0,02;12;0,08;14206;89,93;0;0,00;0;0,00;;0;0,00;0;
istIST_5461149;11/08/2025 08:30;<##PersonalSubject##>;;;77829;8856;11,38;6;0,07;9657;6;18;0,02;47;0,06;68908;88,54;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461141;10/08/2025 08:30;<##PersonalSubject##>;;;12589;950;7,55;0;0,00;1094;0;2;0,02;16;0,13;11621;92,31;0;0,00;0;0,00;;0;0,00;0;
istIST_5461139;10/08/2025 08:30;<##PersonalSubject##>;;;77871;6150;7,90;8;0,13;7134;17;18;0,02;50;0,06;71653;92,01;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461145;10/08/2025 08:30;<##PersonalSubject##>;;;5263;370;7,03;0;0,00;423;0;2;0,04;8;0,15;4883;92,78;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461143;10/08/2025 08:30;<##PersonalSubject##>;;;15808;1002;6,34;1;0,10;1149;1;4;0,03;19;0,12;14783;93,52;0;0,00;0;0,00;;0;0,00;0;
antANT_5461147;10/08/2025 08:30;<##PersonalSubject##>;;;5328;345;6,48;0;0,00;397;0;2;0,04;6;0,11;4975;93,37;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461137;09/08/2025 13:00;<##PersonalSubject##>;;;109380;8005;7,32;2;0,02;10684;3;27;0,02;63;0,06;101285;92,60;0;0,00;0;0,00;;0;0,00;0;
istIST_5461127;09/08/2025 08:30;<##PersonalSubject##>;;;77819;3988;5,12;0;0,00;5025;0;16;0,02;46;0,06;73769;94,80;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461131;09/08/2025 08:30;<##PersonalSubject##>;;;15559;672;4,32;0;0,00;873;0;1;0,01;16;0,10;14870;95,57;0;0,00;0;0,00;;0;0,00;0;
antANT_5461135;09/08/2025 08:30;<##PersonalSubject##>;;;5131;221;4,31;0;0,00;290;0;2;0,04;9;0,18;4899;95,48;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461133;09/08/2025 08:30;<##PersonalSubject##>;;;4958;288;5,81;0;0,00;394;0;0;0,00;5;0,10;4665;94,09;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461129;09/08/2025 08:30;<##PersonalSubject##>;;;12227;680;5,56;0;0,00;871;0;2;0,02;9;0,07;11536;94,35;0;0,00;0;0,00;;0;0,00;0;
antANT_20250808_YEU_5461439;08/08/2025 18:45;Haftanın En Çok Satan Antalya Fırsatları;;;16955;350;2,06;6;1,71;411;8;2;0,01;89;0,52;16514;97,40;0;0,00;0;0,00;;0;0,00;0;
izmIZM_20250808_YEU_5461435;08/08/2025 18:45;Haftanın En Çok Satan İzmir Fırsatları;;;15668;629;4,01;1;0,16;726;1;2;0,01;18;0,11;15019;95,86;0;0,00;0;0,00;;0;0,00;0;
burBUR_20250808_YEU_5461437;08/08/2025 18:25;Haftanın En Çok Satan Bursa Fırsatları;;;5129;223;4,35;0;0,00;257;0;3;0,06;2;0,04;4901;95,55;0;0,00;0;0,00;;0;0,00;0;
ankANK_20250808_YEU_5461433;08/08/2025 18:20;Haftanın En Çok Satan Ankara Fırsatları;;;12592;584;4,64;0;0,00;655;0;5;0,04;2;0,02;12001;95,31;0;0,00;0;0,00;;0;0,00;0;
istIST_20250808_YEU_5461429;08/08/2025 18:15;Haftanın En Çok Satan Fırsatları;;;77927;3232;4,15;5;0,15;3668;6;17;0,02;51;0,07;74627;95,77;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461123;08/08/2025 08:30;<##PersonalSubject##>;;;5131;483;9,41;8;1,66;543;12;1049;20,44;5;0,10;3594;70,04;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461119;08/08/2025 08:30;<##PersonalSubject##>;;;12590;1368;10,87;22;1,61;1605;35;2220;17,63;4;0,03;8998;71,47;0;0,00;0;0,00;;0;0,00;0;
antANT_5461125;08/08/2025 08:30;<##PersonalSubject##>;;;5368;442;8,23;2;0,45;513;4;966;18,00;7;0,13;3953;73,64;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461121;08/08/2025 08:30;<##PersonalSubject##>;;;15672;1266;8,08;6;0,47;1486;7;2698;17,22;22;0,14;11686;74,57;0;0,00;0;0,00;;0;0,00;0;
istIST_5461117;08/08/2025 08:30;<##PersonalSubject##>;;;77935;6461;8,29;67;1,04;7819;137;27527;35,32;69;0,09;43878;56,30;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461115;07/08/2025 13:00;<##PersonalSubject##>;;;109545;14342;13,09;108;0,75;16898;181;32662;29,82;87;0,08;62454;57,01;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461107;07/08/2025 08:30;<##PersonalSubject##>;;;12251;2047;16,71;30;1,47;2430;47;1987;16,22;11;0,09;8206;66,98;0;0,00;0;0,00;;0;0,00;0;
antANT_5461113;07/08/2025 08:30;<##PersonalSubject##>;;;5311;732;13,78;4;0,55;830;10;818;15,40;8;0,15;3753;70,66;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461109;07/08/2025 08:30;<##PersonalSubject##>;;;15624;2132;13,65;7;0,33;2478;12;2440;15,62;27;0,17;11025;70,56;0;0,00;0;0,00;;0;0,00;0;
istIST_5461105;07/08/2025 08:30;<##PersonalSubject##>;;;77645;10532;13,56;71;0,67;12534;123;27408;35,30;84;0,11;39621;51,03;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461111;07/08/2025 08:30;<##PersonalSubject##>;;;5031;827;16,44;1;0,12;962;2;913;18,15;5;0,10;3286;65,32;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461101;06/08/2025 08:30;<##PersonalSubject##>;;;5003;820;16,39;7;0,85;980;13;1011;20,21;10;0,20;3162;63,20;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461097;06/08/2025 08:30;<##PersonalSubject##>;;;12349;2219;17,97;15;0,68;2593;15;1969;15,94;17;0,14;8144;65,95;0;0,00;0;0,00;;0;0,00;0;
antANT_5461103;06/08/2025 08:30;<##PersonalSubject##>;;;5311;769;14,48;4;0,52;882;7;903;17,00;10;0,19;3629;68,33;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461099;06/08/2025 08:30;<##PersonalSubject##>;;;15627;2249;14,39;10;0,44;2588;10;2543;16,27;23;0,15;10812;69,19;0;0,00;0;0,00;;0;0,00;0;
istIST_5461095;06/08/2025 08:30;<##PersonalSubject##>;;;77430;11342;14,65;70;0,62;13474;113;27236;35,17;83;0,11;38769;50,07;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461091;05/08/2025 08:30;<##PersonalSubject##>;;;5135;855;16,65;6;0,70;994;12;1098;21,38;9;0,18;3173;61,79;0;0,00;0;0,00;;0;0,00;0;
istIST_5461085;05/08/2025 08:30;<##PersonalSubject##>;;;77912;11914;15,29;89;0,75;14425;165;27504;35,30;75;0,10;38419;49,31;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461089;05/08/2025 08:30;<##PersonalSubject##>;;;15921;2260;14,20;11;0,49;2652;17;2799;17,58;31;0,19;10831;68,03;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461087;05/08/2025 08:30;<##PersonalSubject##>;;;12663;2278;17,99;25;1,10;2706;25;2215;17,49;9;0,07;8161;64,45;0;0,00;0;0,00;;0;0,00;0;
antANT_5461093;05/08/2025 08:30;<##PersonalSubject##>;;;5345;744;13,92;4;0,54;896;13;1000;18,71;13;0,24;3588;67,13;0;0,00;0;0,00;;0;0,00;0;
istIST_5461075;04/08/2025 08:30;<##PersonalSubject##>;;;77442;12078;15,60;83;0,69;14429;149;27311;35,27;86;0,11;37967;49,03;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461077;04/08/2025 08:30;<##PersonalSubject##>;;;12239;2226;18,19;29;1,30;2588;46;1961;16,02;16;0,13;8036;65,66;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461079;04/08/2025 08:30;<##PersonalSubject##>;;;15606;2324;14,89;9;0,39;2714;9;2516;16,12;32;0,21;10734;68,78;0;0,00;0;0,00;;0;0,00;0;
antANT_5461083;04/08/2025 08:30;<##PersonalSubject##>;;;5231;788;15,06;1;0,13;931;1;911;17,42;8;0,15;3524;67,37;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461081;04/08/2025 08:30;<##PersonalSubject##>;;;5110;910;17,81;6;0,66;1078;10;985;19,28;6;0,12;3209;62,80;0;0,00;0;0,00;;0;0,00;0;
antANT_5461073;03/08/2025 08:30;<##PersonalSubject##>;;;5435;773;14,22;5;0,65;896;9;1098;20,20;10;0,18;3554;65,39;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461071;03/08/2025 08:30;<##PersonalSubject##>;;;5418;910;16,80;5;0,55;1050;7;1189;21,95;14;0,26;3305;61,00;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461067;03/08/2025 08:30;<##PersonalSubject##>;;;12606;2402;19,05;23;0,96;2826;35;2422;19,21;8;0,06;7774;61,67;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461069;03/08/2025 08:30;<##PersonalSubject##>;;;16189;2385;14,73;9;0,38;2800;10;3063;18,92;38;0,23;10703;66,11;0;0,00;0;0,00;;0;0,00;0;
istIST_5461065;03/08/2025 08:30;<##PersonalSubject##>;;;77890;12108;15,54;86;0,71;14435;138;27720;35,59;93;0,12;37969;48,75;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461063;02/08/2025 13:00;<##PersonalSubject##>;;;110589;17635;15,95;106;0,60;20979;192;33598;30,38;25;0,02;59331;53,65;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461057;02/08/2025 08:30;<##PersonalSubject##>;;;16114;2403;14,91;12;0,50;2794;25;2973;18,45;50;0,31;10688;66,33;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461055;02/08/2025 08:30;<##PersonalSubject##>;;;12783;2520;19,71;36;1,43;2970;50;2403;18,80;31;0,24;7829;61,25;0;0,00;0;0,00;;0;0,00;0;
antANT_5461061;02/08/2025 08:30;<##PersonalSubject##>;;;5527;804;14,55;4;0,50;941;6;1090;19,72;21;0,38;3612;65,35;0;0,00;0;0,00;;0;0,00;0;
istIST_5461053;02/08/2025 08:30;<##PersonalSubject##>;;;78111;12337;15,79;71;0,58;14767;131;27518;35,23;149;0,19;38107;48,79;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461059;02/08/2025 08:30;<##PersonalSubject##>;;;5355;935;17,46;4;0,43;1099;5;1179;22,02;18;0,34;3223;60,19;0;0,00;0;0,00;;0;0,00;0;
istIST_5461043;01/08/2025 08:30;<##PersonalSubject##>;;;77877;12292;15,78;64;0,52;14777;131;27397;35,18;197;0,25;37991;48,78;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461045;01/08/2025 08:30;<##PersonalSubject##>;;;12897;2413;18,71;20;0,83;2910;36;2369;18,37;27;0,21;8088;62,71;0;0,00;0;0,00;;0;0,00;0;
antANT_5461051;01/08/2025 08:30;<##PersonalSubject##>;;;5383;778;14,45;2;0,26;914;2;1016;18,87;15;0,28;3574;66,39;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461047;01/08/2025 08:30;<##PersonalSubject##>;;;16263;2437;14,98;5;0,21;2836;8;3011;18,51;60;0,37;10755;66,13;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461049;01/08/2025 08:30;<##PersonalSubject##>;;;5217;884;16,94;4;0,45;1033;8;1178;22,58;28;0,54;3127;59,94;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461041;31/07/2025 13:00;<##PersonalSubject##>;;;110888;17144;15,46;111;0,65;20573;187;0;0,00;0;0,00;93744;84,54;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461033;31/07/2025 08:30;<##PersonalSubject##>;;;12818;2490;19,43;22;0,88;2952;22;0;0,00;0;0,00;10328;80,57;0;0,00;0;0,00;;0;0,00;0;
antANT_5461039;31/07/2025 08:30;<##PersonalSubject##>;;;5361;840;15,67;2;0,24;974;5;0;0,00;0;0,00;4521;84,33;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461035;31/07/2025 08:30;<##PersonalSubject##>;;;16239;2506;15,43;4;0,16;2910;4;0;0,00;0;0,00;13733;84,57;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461037;31/07/2025 08:30;<##PersonalSubject##>;;;5175;885;17,10;4;0,45;1077;6;0;0,00;0;0,00;4290;82,90;0;0,00;0;0,00;;0;0,00;0;
istIST_5461031;31/07/2025 08:30;<##PersonalSubject##>;;;78128;12369;15,83;63;0,51;14874;128;0;0,00;0;0,00;65759;84,17;0;0,00;0;0,00;;0;0,00;0;
antANT_5461029;30/07/2025 08:30;<##PersonalSubject##>;;;5398;890;16,49;3;0,34;1056;3;0;0,00;0;0,00;4508;83,51;0;0,00;0;0,00;;0;0,00;0;
istIST_5461021;30/07/2025 08:30;<##PersonalSubject##>;;;77552;12418;16,01;86;0,69;14908;125;0;0,00;0;0,00;65134;83,99;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461023;30/07/2025 08:30;<##PersonalSubject##>;;;12524;2472;19,74;21;0,85;2907;32;0;0,00;0;0,00;10052;80,26;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461027;30/07/2025 08:30;<##PersonalSubject##>;;;5154;961;18,65;4;0,42;1127;5;0;0,00;0;0,00;4193;81,35;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461025;30/07/2025 08:30;<##PersonalSubject##>;;;16008;2522;15,75;7;0,28;2904;11;0;0,00;0;0,00;13486;84,25;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461013;29/07/2025 08:30;<##PersonalSubject##>;;;12540;2562;20,43;21;0,82;3048;30;0;0,00;0;0,00;9978;79,57;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461015;29/07/2025 08:30;<##PersonalSubject##>;;;15934;2439;15,31;15;0,62;2872;21;0;0,00;0;0,00;13495;84,69;0;0,00;0;0,00;;0;0,00;0;
antANT_5461019;29/07/2025 08:30;<##PersonalSubject##>;;;5367;874;16,28;3;0,34;1038;7;0;0,00;0;0,00;4493;83,72;0;0,00;0;0,00;;0;0,00;0;
istIST_5461011;29/07/2025 08:30;<##PersonalSubject##>;;;77543;12338;15,91;73;0,59;14793;139;0;0,00;0;0,00;65205;84,09;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461017;29/07/2025 08:30;<##PersonalSubject##>;;;5159;914;17,72;5;0,55;1078;7;0;0,00;0;0,00;4245;82,28;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461007;28/07/2025 08:30;<##PersonalSubject##>;;;5152;921;17,88;3;0,33;1107;3;1;0,02;0;0,00;4230;82,10;0;0,00;0;0,00;;0;0,00;0;
antANT_5461009;28/07/2025 08:30;<##PersonalSubject##>;;;5271;869;16,49;4;0,46;1032;8;0;0,00;0;0,00;4402;83,51;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461003;28/07/2025 08:30;<##PersonalSubject##>;;;12509;2492;19,92;20;0,80;2916;21;0;0,00;0;0,00;10017;80,08;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461005;28/07/2025 08:30;<##PersonalSubject##>;;;15914;2451;15,40;9;0,37;2901;9;0;0,00;0;0,00;13463;84,60;0;0,00;0;0,00;;0;0,00;0;
istIST_5461001;28/07/2025 08:30;<##PersonalSubject##>;;;77652;12526;16,13;66;0,53;15002;108;0;0,00;0;0,00;65126;83,87;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460997;27/07/2025 08:30;<##PersonalSubject##>;;;5143;930;18,08;3;0,32;1084;4;1;0,02;0;0,00;4212;81,90;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460993;27/07/2025 08:30;<##PersonalSubject##>;;;12516;2645;21,13;37;1,40;3126;51;0;0,00;0;0,00;9871;78,87;0;0,00;0;0,00;;0;0,00;0;
antANT_5460999;27/07/2025 08:30;<##PersonalSubject##>;;;5337;830;15,55;3;0,36;973;5;0;0,00;0;0,00;4507;84,45;0;0,00;0;0,00;;0;0,00;0;
istIST_5460991;27/07/2025 08:30;<##PersonalSubject##>;;;77673;12646;16,28;73;0,58;15225;80;0;0,00;0;0,00;65027;83,72;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460995;27/07/2025 08:30;<##PersonalSubject##>;;;15605;2537;16,26;8;0,32;2987;16;0;0,00;0;0,00;13068;83,74;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5460989;26/07/2025 13:00;<##PersonalSubject##>;;;109652;18363;16,75;101;0,55;21832;171;0;0,00;0;0,00;91289;83,25;0;0,00;0;0,00;;0;0,00;0;
istIST_5460979;26/07/2025 08:30;<##PersonalSubject##>;;;77588;12730;16,41;79;0,62;15293;131;0;0,00;0;0,00;64858;83,59;0;0,00;0;0,00;;0;0,00;0;
antANT_5460987;26/07/2025 08:30;<##PersonalSubject##>;;;5199;940;18,08;1;0,11;1109;2;0;0,00;0;0,00;4259;81,92;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460981;26/07/2025 08:30;<##PersonalSubject##>;;;12383;2562;20,69;16;0,62;3047;22;0;0,00;0;0,00;9821;79,31;0;0,00;0;0,00;;0;0,00;0;
