Campaign Name;Date;Email Subject;Target Criteria;Excluded Criteria;Sent;Total Opens;Open Rate;Unique Clicks;Unique Click Rate;Total Open;Total Clicks;Soft Bounce;Soft Bounce Rate;Hard Bounce;Hard Bounce Rate;Other;Other Rate;Unsubscribed;Unsubscribed Rate;Complaint;Complaint Rate;Visitor;Buyer;Buyer Conversion;Item;Revenue
antANT_5461178;13/08/2025 08:30;<##PersonalSubject##>;;;9397;516;5,49;0;0,00;548;0;170;1,81;7;0,07;8704;92,63;0;0,00;0;0,00;;0;0,00;0;
istIST_5461170;13/08/2025 08:30;<##PersonalSubject##>;;;141370;8458;5,98;0;0,00;9104;0;4772;3,38;64;0,05;128076;90,60;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461176;13/08/2025 08:30;<##PersonalSubject##>;;;9466;700;7,39;0;0,00;746;0;182;1,92;5;0,05;8579;90,63;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461172;13/08/2025 08:30;<##PersonalSubject##>;;;22808;1658;7,27;0;0,00;1796;0;373;1,64;11;0,05;20766;91,05;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461164;12/08/2025 08:30;<##PersonalSubject##>;;;35955;1600;4,45;0;0,00;1720;0;1255;3,49;26;0,07;33074;91,99;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461162;12/08/2025 08:30;<##PersonalSubject##>;;;22679;1494;6,59;2;0,13;1610;3;343;1,51;8;0,04;20834;91,86;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461166;12/08/2025 08:30;<##PersonalSubject##>;;;9304;568;6,10;0;0,00;611;0;181;1,95;2;0,02;8553;91,93;0;0,00;0;0,00;;0;0,00;0;
istIST_5461160;12/08/2025 08:30;<##PersonalSubject##>;;;141297;7491;5,30;2;0,03;8129;3;4811;3,40;64;0,05;128931;91,25;0;0,00;0;0,00;;0;0,00;0;
antANT_5461168;12/08/2025 08:30;<##PersonalSubject##>;;;9397;476;5,07;0;0,00;513;0;152;1,62;7;0,07;8762;93,24;0;0,00;0;0,00;;0;0,00;0;
burBUR_20250729_YEU_5461426;11/08/2025 13:00;Kaçırılmayacak Fırsat: 40 Seans Reformer Pilates Paketinde Özel Fiyat!;;;30779;2063;6,70;31;1,50;2264;36;654;2,12;102;0,33;27960;90,84;0;0,00;0;0,00;;0;0,00;0;
antANT_5461158;11/08/2025 08:30;<##PersonalSubject##>;;;9311;890;9,56;0;0,00;968;0;169;1,82;10;0,11;8242;88,52;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461154;11/08/2025 08:30;<##PersonalSubject##>;;;35860;3049;8,50;0;0,00;3315;0;1277;3,56;21;0,06;31513;87,88;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461156;11/08/2025 08:30;<##PersonalSubject##>;;;9233;1033;11,19;0;0,00;1114;0;180;1,95;4;0,04;8016;86,82;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461152;11/08/2025 08:30;<##PersonalSubject##>;;;22548;2546;11,29;1;0,04;2791;1;345;1,53;6;0,03;19651;87,15;0;0,00;0;0,00;;0;0,00;0;
istIST_5461150;11/08/2025 08:30;<##PersonalSubject##>;;;141491;14452;10,21;3;0,02;15712;4;4735;3,35;65;0,05;122239;86,39;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461142;10/08/2025 08:30;<##PersonalSubject##>;;;22305;1566;7,02;3;0,19;1813;3;263;1,18;3;0,01;20473;91,79;0;0,00;0;0,00;;0;0,00;0;
antANT_5461148;10/08/2025 08:30;<##PersonalSubject##>;;;9269;521;5,62;0;0,00;592;0;14;0,15;3;0,03;8731;94,20;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461146;10/08/2025 08:30;<##PersonalSubject##>;;;8973;652;7,27;0;0,00;748;0;7;0,08;5;0,06;8309;92,60;0;0,00;0;0,00;;0;0,00;0;
istIST_5461140;10/08/2025 08:30;<##PersonalSubject##>;;;141249;9474;6,71;18;0,19;10915;19;759;0,54;43;0,03;130973;92,72;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461144;10/08/2025 08:30;<##PersonalSubject##>;;;35812;1933;5,40;0;0,00;2214;0;139;0,39;17;0,05;33723;94,17;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461138;09/08/2025 13:00;<##PersonalSubject##>;;;203683;12004;5,89;7;0,06;15685;8;5797;2,85;59;0,03;185823;91,23;0;0,00;0;0,00;;0;0,00;0;
istIST_5461128;09/08/2025 08:30;<##PersonalSubject##>;;;140737;10914;7,75;4;0,04;14751;4;4804;3,41;54;0,04;124965;88,79;0;0,00;0;0,00;;0;0,00;0;
antANT_5461136;09/08/2025 08:30;<##PersonalSubject##>;;;9079;348;3,83;0;0,00;457;0;126;1,39;6;0,07;8599;94,71;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461132;09/08/2025 08:30;<##PersonalSubject##>;;;35578;1343;3,77;0;0,00;1693;0;1276;3,59;18;0,05;32941;92,59;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461130;09/08/2025 08:30;<##PersonalSubject##>;;;21763;1174;5,39;0;0,00;1503;0;250;1,15;2;0,01;20337;93,45;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461134;09/08/2025 08:30;<##PersonalSubject##>;;;8874;457;5,15;0;0,00;576;0;125;1,41;4;0,05;8288;93,40;0;0,00;0;0,00;;0;0,00;0;
antANT_20250808_YEU_5461440;08/08/2025 18:45;Haftanın En Çok Satan Antalya Fırsatları;;;30409;553;1,82;4;0,72;621;11;840;2,76;107;0,35;28909;95,07;0;0,00;0;0,00;;0;0,00;0;
izmIZM_20250808_YEU_5461436;08/08/2025 18:45;Haftanın En Çok Satan İzmir Fırsatları;;;35932;1172;3,26;10;0,85;1344;10;1284;3,57;8;0,02;33468;93,14;0;0,00;0;0,00;;0;0,00;0;
burBUR_20250808_YEU_5461438;08/08/2025 18:25;Haftanın En Çok Satan Bursa Fırsatları;;;9121;373;4,09;1;0,27;432;1;137;1,50;3;0,03;8608;94,38;0;0,00;0;0,00;;0;0,00;0;
ankANK_20250808_YEU_5461434;08/08/2025 18:20;Haftanın En Çok Satan Ankara Fırsatları;;;22201;906;4,08;2;0,22;1044;3;325;1,46;6;0,03;20964;94,43;0;0,00;0;0,00;;0;0,00;0;
istIST_20250808_YEU_5461430;08/08/2025 18:15;Haftanın En Çok Satan Fırsatları;;;141281;5642;3,99;24;0,43;6500;25;4661;3,30;45;0,03;130933;92,68;0;0,00;0;0,00;;0;0,00;0;
antANT_5461126;08/08/2025 08:30;<##PersonalSubject##>;;;9098;795;8,74;5;0,63;933;10;1438;15,81;5;0,05;6860;75,40;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461124;08/08/2025 08:30;<##PersonalSubject##>;;;9121;907;9,94;4;0,44;1072;6;1612;17,67;4;0,04;6598;72,34;0;0,00;0;0,00;;0;0,00;0;
istIST_5461118;08/08/2025 08:30;<##PersonalSubject##>;;;141235;12907;9,14;150;1,16;15504;271;46564;32,97;45;0,03;81719;57,86;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461120;08/08/2025 08:30;<##PersonalSubject##>;;;22201;2430;10,95;55;2,26;2822;78;3330;15,00;11;0,05;16430;74,01;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461122;08/08/2025 08:30;<##PersonalSubject##>;;;35926;2262;6,30;12;0,53;2625;21;12456;34,67;15;0,04;21193;58,99;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461116;07/08/2025 13:00;<##PersonalSubject##>;;;203294;26956;13,26;193;0,72;31925;256;60851;29,93;73;0,04;115414;56,77;0;0,00;0;0,00;;0;0,00;0;
antANT_5461114;07/08/2025 08:30;<##PersonalSubject##>;;;8783;1215;13,83;3;0,25;1413;6;1124;12,80;2;0,02;6442;73,35;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461110;07/08/2025 08:30;<##PersonalSubject##>;;;35528;3735;10,51;10;0,27;4357;15;12217;34,39;9;0,03;19567;55,07;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461108;07/08/2025 08:30;<##PersonalSubject##>;;;21547;3764;17,47;37;0,98;4443;55;2491;11,56;3;0,01;15289;70,96;0;0,00;0;0,00;;0;0,00;0;
istIST_5461106;07/08/2025 08:30;<##PersonalSubject##>;;;140959;19375;13,75;134;0,69;23000;192;46319;32,86;38;0,03;75227;53,37;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461112;07/08/2025 08:30;<##PersonalSubject##>;;;8612;1448;16,81;7;0,48;1676;11;1186;13,77;4;0,05;5974;69,37;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461098;06/08/2025 08:30;<##PersonalSubject##>;;;21324;4033;18,91;52;1,29;4754;75;2354;11,04;6;0,03;14931;70,02;0;0,00;0;0,00;;0;0,00;0;
istIST_5461096;06/08/2025 08:30;<##PersonalSubject##>;;;140975;20684;14,67;137;0,66;24619;216;46303;32,84;57;0,04;73931;52,44;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461102;06/08/2025 08:30;<##PersonalSubject##>;;;8665;1548;17,86;6;0,39;1797;6;1142;13,18;4;0,05;5971;68,91;0;0,00;0;0,00;;0;0,00;0;
antANT_5461104;06/08/2025 08:30;<##PersonalSubject##>;;;8725;1325;15,19;3;0,23;1535;5;1052;12,06;7;0,08;6341;72,68;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461100;06/08/2025 08:30;<##PersonalSubject##>;;;35636;4075;11,44;10;0,25;4724;10;12213;34,27;22;0,06;19326;54,23;0;0,00;0;0,00;;0;0,00;0;
istIST_5461086;05/08/2025 08:30;<##PersonalSubject##>;;;140921;20998;14,90;118;0,56;25200;226;46509;33,00;84;0,06;73330;52,04;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461090;05/08/2025 08:30;<##PersonalSubject##>;;;35608;4215;11,84;6;0,14;4927;10;12256;34,42;20;0,06;19117;53,69;0;0,00;0;0,00;;0;0,00;0;
antANT_5461094;05/08/2025 08:30;<##PersonalSubject##>;;;9133;1408;15,42;5;0,36;1637;9;1400;15,33;9;0,10;6316;69,16;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461088;05/08/2025 08:30;<##PersonalSubject##>;;;22033;4203;19,08;52;1,24;4956;73;3191;14,48;14;0,06;14625;66,38;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461092;05/08/2025 08:30;<##PersonalSubject##>;;;9023;1577;17,48;2;0,13;1882;2;1584;17,56;2;0,02;5860;64,95;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461082;04/08/2025 08:30;<##PersonalSubject##>;;;8440;1574;18,65;4;0,25;1853;10;1048;12,42;6;0,07;5812;68,86;0;0,00;0;0,00;;0;0,00;0;
antANT_5461084;04/08/2025 08:30;<##PersonalSubject##>;;;8765;1365;15,57;6;0,44;1579;13;997;11,37;7;0,08;6396;72,97;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461080;04/08/2025 08:30;<##PersonalSubject##>;;;35521;4232;11,91;8;0,19;4931;14;12248;34,48;18;0,05;19023;53,55;0;0,00;0;0,00;;0;0,00;0;
istIST_5461076;04/08/2025 08:30;<##PersonalSubject##>;;;140597;21438;15,25;122;0,57;25733;182;46204;32,86;75;0,05;72880;51,84;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461078;04/08/2025 08:30;<##PersonalSubject##>;;;21164;4228;19,98;53;1,25;4990;57;2175;10,28;13;0,06;14748;69,68;0;0,00;0;0,00;;0;0,00;0;
antANT_5461074;03/08/2025 08:30;<##PersonalSubject##>;;;9618;1474;15,33;3;0,20;1730;6;1854;19,28;7;0,07;6283;65,33;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461072;03/08/2025 08:30;<##PersonalSubject##>;;;9448;1605;16,99;4;0,25;1862;8;2093;22,15;11;0,12;5739;60,74;0;0,00;0;0,00;;0;0,00;0;
istIST_5461066;03/08/2025 08:30;<##PersonalSubject##>;;;141408;22199;15,70;129;0,58;26448;183;46948;33,20;101;0,07;72160;51,03;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461068;03/08/2025 08:30;<##PersonalSubject##>;;;23353;4380;18,76;51;1,16;5106;74;4236;18,14;12;0,05;14725;63,05;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461070;03/08/2025 08:30;<##PersonalSubject##>;;;35583;4385;12,32;10;0,23;5060;10;12309;34,59;32;0,09;18857;52,99;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461064;02/08/2025 13:00;<##PersonalSubject##>;;;206062;31925;15,49;194;0,61;38004;359;64454;31,28;125;0,06;109558;53,17;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461058;02/08/2025 08:30;<##PersonalSubject##>;;;35580;4311;12,12;10;0,23;5043;12;12294;34,55;32;0,09;18943;53,24;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461060;02/08/2025 08:30;<##PersonalSubject##>;;;9410;1632;17,34;5;0,31;1908;9;2023;21,50;15;0,16;5740;61,00;0;0,00;0;0,00;;0;0,00;0;
istIST_5461054;02/08/2025 08:30;<##PersonalSubject##>;;;141159;22053;15,62;141;0,64;26260;289;47020;33,31;189;0,13;71897;50,93;0;0,00;0;0,00;;0;0,00;0;
antANT_5461062;02/08/2025 08:30;<##PersonalSubject##>;;;9453;1428;15,11;3;0,21;1659;6;1769;18,71;9;0,10;6247;66,08;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461056;02/08/2025 08:30;<##PersonalSubject##>;;;23053;4410;19,13;46;1,04;5181;67;4211;18,27;15;0,07;14417;62,54;0;0,00;0;0,00;;0;0,00;0;
istIST_5461044;01/08/2025 08:30;<##PersonalSubject##>;;;141336;21747;15,39;140;0,64;26138;193;41398;29,29;258;0,18;77933;55,14;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461048;01/08/2025 08:30;<##PersonalSubject##>;;;35659;4295;12,04;12;0,28;5004;20;12321;34,55;100;0,28;18943;53,12;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461050;01/08/2025 08:30;<##PersonalSubject##>;;;9565;1581;16,53;7;0,44;1852;14;2036;21,29;26;0,27;5922;61,91;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461046;01/08/2025 08:30;<##PersonalSubject##>;;;22993;4176;18,16;43;1,03;4875;60;4183;18,19;48;0,21;14586;63,44;0;0,00;0;0,00;;0;0,00;0;
antANT_5461052;01/08/2025 08:30;<##PersonalSubject##>;;;9660;1434;14,84;5;0,35;1682;12;1889;19,55;28;0,29;6309;65,31;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461042;31/07/2025 13:00;<##PersonalSubject##>;;;205922;31571;15,33;191;0,60;37713;253;1;0,00;0;0,00;174350;84,67;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461036;31/07/2025 08:30;<##PersonalSubject##>;;;35520;4584;12,91;13;0,28;5379;21;0;0,00;0;0,00;30936;87,09;0;0,00;0;0,00;;0;0,00;0;
istIST_5461032;31/07/2025 08:30;<##PersonalSubject##>;;;141153;22546;15,97;126;0,56;27305;261;0;0,00;0;0,00;118607;84,03;0;0,00;0;0,00;;0;0,00;0;
antANT_5461040;31/07/2025 08:30;<##PersonalSubject##>;;;9594;1566;16,32;5;0,32;1847;9;0;0,00;0;0,00;8028;83,68;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461034;31/07/2025 08:30;<##PersonalSubject##>;;;22925;4520;19,72;43;0,95;5394;66;0;0,00;0;0,00;18405;80,28;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461038;31/07/2025 08:30;<##PersonalSubject##>;;;9547;1716;17,97;4;0,23;2039;7;1;0,01;0;0,00;7830;82,02;0;0,00;0;0,00;;0;0,00;0;
istIST_5461022;30/07/2025 08:30;<##PersonalSubject##>;;;141307;22668;16,04;119;0,52;27206;146;0;0,00;0;0,00;118639;83,96;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461024;30/07/2025 08:30;<##PersonalSubject##>;;;23039;4599;19,96;50;1,09;5430;70;0;0,00;0;0,00;18440;80,04;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461028;30/07/2025 08:30;<##PersonalSubject##>;;;9463;1664;17,58;4;0,24;1960;6;1;0,01;0;0,00;7798;82,41;0;0,00;0;0,00;;0;0,00;0;
antANT_5461030;30/07/2025 08:30;<##PersonalSubject##>;;;9480;1551;16,36;4;0,26;1803;4;0;0,00;0;0,00;7929;83,64;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461026;30/07/2025 08:30;<##PersonalSubject##>;;;35600;4829;13,56;11;0,23;5621;18;0;0,00;0;0,00;30771;86,44;0;0,00;0;0,00;;0;0,00;0;
antANT_5461020;29/07/2025 08:30;<##PersonalSubject##>;;;9385;1524;16,24;4;0,26;1801;4;0;0,00;0;0,00;7861;83,76;0;0,00;0;0,00;;0;0,00;0;
istIST_5461012;29/07/2025 08:30;<##PersonalSubject##>;;;141106;22387;15,87;129;0,58;26997;248;0;0,00;0;0,00;118719;84,13;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461016;29/07/2025 08:30;<##PersonalSubject##>;;;35680;4387;12,30;5;0,11;5180;10;0;0,00;0;0,00;31293;87,70;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461014;29/07/2025 08:30;<##PersonalSubject##>;;;22868;4513;19,74;57;1,26;5392;61;0;0,00;0;0,00;18355;80,26;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461018;29/07/2025 08:30;<##PersonalSubject##>;;;9415;1656;17,59;4;0,24;1931;8;0;0,00;0;0,00;7759;82,41;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461006;28/07/2025 08:30;<##PersonalSubject##>;;;35514;4413;12,43;11;0,25;5158;16;0;0,00;0;0,00;31101;87,57;0;0,00;0;0,00;;0;0,00;0;
istIST_5461002;28/07/2025 08:30;<##PersonalSubject##>;;;140785;22707;16,13;134;0,59;27419;143;1;0,00;0;0,00;118077;83,87;0;0,00;0;0,00;;0;0,00;0;
antANT_5461010;28/07/2025 08:30;<##PersonalSubject##>;;;9368;1474;15,73;3;0,20;1721;4;0;0,00;0;0,00;7894;84,27;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461004;28/07/2025 08:30;<##PersonalSubject##>;;;22715;4492;19,78;47;1,05;5374;65;0;0,00;0;0,00;18223;80,22;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461008;28/07/2025 08:30;<##PersonalSubject##>;;;9341;1660;17,77;5;0,30;1987;8;0;0,00;0;0,00;7681;82,23;0;0,00;0;0,00;;0;0,00;0;
antANT_5461000;27/07/2025 08:30;<##PersonalSubject##>;;;9227;1494;16,19;4;0,27;1746;4;0;0,00;0;0,00;7733;83,81;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460996;27/07/2025 08:30;<##PersonalSubject##>;;;35699;4514;12,64;12;0,27;5297;19;0;0,00;0;0,00;31185;87,36;0;0,00;0;0,00;;0;0,00;0;
istIST_5460992;27/07/2025 08:30;<##PersonalSubject##>;;;140572;22826;16,24;132;0,58;27370;134;0;0,00;0;0,00;117746;83,76;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460994;27/07/2025 08:30;<##PersonalSubject##>;;;22560;4487;19,89;39;0,87;5311;57;0;0,00;0;0,00;18073;80,11;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460998;27/07/2025 08:30;<##PersonalSubject##>;;;9229;1670;18,10;5;0,30;1948;7;0;0,00;0;0,00;7559;81,90;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5460990;26/07/2025 13:00;<##PersonalSubject##>;;;204236;32743;16,03;212;0,65;39033;329;1;0,00;0;0,00;171492;83,97;0;0,00;0;0,00;;0;0,00;0;
istIST_5460980;26/07/2025 08:30;<##PersonalSubject##>;;;140445;22646;16,12;144;0,64;27141;288;0;0,00;0;0,00;117799;83,88;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460984;26/07/2025 08:30;<##PersonalSubject##>;;;35386;4473;12,64;13;0,29;5242;13;0;0,00;0;0,00;30913;87,36;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460982;26/07/2025 08:30;<##PersonalSubject##>;;;22581;4546;20,13;69;1,52;5410;98;0;0,00;0;0,00;18035;79,87;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460986;26/07/2025 08:30;<##PersonalSubject##>;;;9209;1748;18,98;2;0,11;2045;3;0;0,00;0;0,00;7461;81,02;0;0,00;0;0,00;;0;0,00;0;
antANT_5460988;26/07/2025 08:30;<##PersonalSubject##>;;;9262;1499;16,18;6;0,40;1767;12;0;0,00;0;0,00;7763;83,82;0;0,00;0;0,00;;0;0,00;0;
istIST_5460970;25/07/2025 08:30;<##PersonalSubject##>;;;140237;22866;16,31;125;0,55;27680;240;0;0,00;0;0,00;117371;83,69;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460976;25/07/2025 08:30;<##PersonalSubject##>;;;9037;1712;18,94;4;0,23;2129;5;0;0,00;0;0,00;7325;81,06;0;0,00;0;0,00;;0;0,00;0;
antANT_5460978;25/07/2025 08:30;<##PersonalSubject##>;;;8994;1526;16,97;6;0,39;1808;6;0;0,00;0;0,00;7468;83,03;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460974;25/07/2025 08:30;<##PersonalSubject##>;;;35455;4577;12,91;13;0,28;5389;15;0;0,00;0;0,00;30878;87,09;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460972;25/07/2025 08:30;<##PersonalSubject##>;;;22367;4514;20,18;51;1,13;5388;73;0;0,00;0;0,00;17853;79,82;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5460968;24/07/2025 13:00;<##PersonalSubject##>;;;202965;32845;16,18;189;0,58;39490;354;18455;9,09;35;0,02;151630;74,71;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460962;24/07/2025 08:30;<##PersonalSubject##>;;;35238;4724;13,41;7;0,15;5619;11;485;1,38;17;0,05;30012;85,17;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460960;24/07/2025 08:30;<##PersonalSubject##>;;;21955;4695;21,38;44;0,94;5705;71;46;0,21;0;0,00;17214;78,41;0;0,00;0;0,00;;0;0,00;0;
istIST_5460958;24/07/2025 08:30;<##PersonalSubject##>;;;140060;22946;16,38;123;0,54;27882;249;8037;5,74;27;0,02;109050;77,86;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460964;24/07/2025 08:30;<##PersonalSubject##>;;;8825;1735;19,66;5;0,29;2124;7;106;1,20;6;0,07;6978;79,07;0;0,00;0;0,00;;0;0,00;0;
antANT_5460966;24/07/2025 08:30;<##PersonalSubject##>;;;8883;1624;18,28;4;0,25;1943;9;94;1,06;4;0,05;7161;80,61;0;0,00;0;0,00;;0;0,00;0;
istIST_20250723_YEU_5461424;23/07/2025 14:05;Haftanın Fırsatları Yayında! Üstelik Ödemede 100 TL İndirim!;;;139591;22488;16,11;366;1,63;27089;522;1;0,00;0;0,00;117102;83,89;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460952;23/07/2025 08:30;<##PersonalSubject##>;;;35213;4569;12,98;10;0,22;5391;11;0;0,00;0;0,00;30644;87,02;0;0,00;0;0,00;;0;0,00;0;
antANT_5460956;23/07/2025 08:30;<##PersonalSubject##>;;;8424;1593;18,91;5;0,31;1902;8;0;0,00;0;0,00;6831;81,09;0;0,00;0;0,00;;0;0,00;0;
istIST_5460948;23/07/2025 08:30;<##PersonalSubject##>;;;139578;22726;16,28;127;0,56;27607;203;1;0,00;0;0,00;116851;83,72;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460954;23/07/2025 08:30;<##PersonalSubject##>;;;8264;1658;20,06;6;0,36;1991;7;0;0,00;0;0,00;6606;79,94;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460950;23/07/2025 08:30;<##PersonalSubject##>;;;20548;4548;22,13;41;0,90;5435;59;0;0,00;0;0,00;16000;77,87;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460940;22/07/2025 08:30;<##PersonalSubject##>;;;20862;4688;22,47;42;0,90;5611;58;1712;8,21;6;0,03;14456;69,29;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460944;22/07/2025 08:30;<##PersonalSubject##>;;;8211;1672;20,36;3;0,18;1970;5;830;10,11;2;0,02;5707;69,50;0;0,00;0;0,00;;0;0,00;0;
antANT_5460946;22/07/2025 08:30;<##PersonalSubject##>;;;8377;1527;18,23;6;0,39;1816;11;729;8,70;6;0,07;6115;73,00;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460942;22/07/2025 08:30;<##PersonalSubject##>;;;35311;4504;12,76;9;0,20;5319;12;11685;33,09;24;0,07;19098;54,09;0;0,00;0;0,00;;0;0,00;0;
istIST_5460938;22/07/2025 08:30;<##PersonalSubject##>;;;139666;22936;16,42;129;0,56;27935;137;44447;31,82;50;0,04;72233;51,72;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460932;21/07/2025 08:30;<##PersonalSubject##>;;;35186;4610;13,10;12;0,26;5430;14;11632;33,06;16;0,05;18928;53,79;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460934;21/07/2025 08:30;<##PersonalSubject##>;;;7937;1676;21,12;4;0,24;2010;5;416;5,24;8;0,10;5837;73,54;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460930;21/07/2025 08:30;<##PersonalSubject##>;;;19892;4625;23,25;50;1,08;5478;67;820;4,12;5;0,03;14442;72,60;0;0,00;0;0,00;;0;0,00;0;
istIST_5460928;21/07/2025 08:30;<##PersonalSubject##>;;;138782;23242;16,75;134;0,58;28348;212;44158;31,82;64;0,05;71318;51,39;0;0,00;0;0,00;;0;0,00;0;
antANT_5460936;21/07/2025 08:30;<##PersonalSubject##>;;;8084;1479;18,30;4;0,27;1723;7;360;4,45;8;0,10;6237;77,15;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460922;20/07/2025 08:30;<##PersonalSubject##>;;;35325;4491;12,71;11;0,24;5235;17;11740;33,23;28;0,08;19066;53,97;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460924;20/07/2025 08:30;<##PersonalSubject##>;;;8675;1676;19,32;8;0,48;1968;12;1194;13,76;5;0,06;5800;66,86;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460920;20/07/2025 08:30;<##PersonalSubject##>;;;21418;4539;21,19;56;1,23;5399;79;2375;11,09;14;0,07;14490;67,65;0;0,00;0;0,00;;0;0,00;0;
istIST_5460918;20/07/2025 08:30;<##PersonalSubject##>;;;139454;23009;16,50;138;0,60;27619;225;44534;31,93;51;0,04;71860;51,53;0;0,00;0;0,00;;0;0,00;0;
antANT_5460926;20/07/2025 08:30;<##PersonalSubject##>;;;8717;1519;17,43;5;0,33;1786;5;981;11,25;11;0,13;6206;71,19;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5460916;19/07/2025 13:00;<##PersonalSubject##>;;;200069;33135;16,56;234;0,71;39439;377;57297;28,64;64;0,03;109573;54,77;0;0,00;0;0,00;;0;0,00;0;
antANT_5460914;19/07/2025 08:30;<##PersonalSubject##>;;;8893;1535;17,26;6;0,39;1855;11;1162;13,07;18;0,20;6178;69,47;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460908;19/07/2025 08:30;<##PersonalSubject##>;;;21811;4609;21,13;52;1,13;5565;70;2695;12,36;9;0,04;14498;66,47;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460910;19/07/2025 08:30;<##PersonalSubject##>;;;35329;4676;13,24;11;0,24;5563;11;11788;33,37;22;0,06;18843;53,34;0;0,00;0;0,00;;0;0,00;0;
