Campaign Name;Date;Email Subject;Target Criteria;Excluded Criteria;Sent;Total Opens;Open Rate;Unique Clicks;Unique Click Rate;Total Open;Total Clicks;Soft Bounce;Soft Bounce Rate;Hard Bounce;Hard Bounce Rate;Other;Other Rate;Unsubscribed;Unsubscribed Rate;Complaint;Complaint Rate;Visitor;Buyer;Buyer Conversion;Item;Revenue
izmIZM_5460360;21/05/2025 08:30;<##PersonalSubject##>;;;37992;7824;20,59;10;0,13;8947;19;1258;3,31;12;0,03;28898;76,06;0;0,00;0;0,00;;0;0,00;0;
antANT_5460364;21/05/2025 08:30;<##PersonalSubject##>;;;12911;2686;20,80;4;0,15;3060;7;436;3,38;6;0,05;9783;75,77;0;0,00;0;0,00;;0;0,00;0;
istIST_5460356;21/05/2025 08:30;<##PersonalSubject##>;;;149226;37912;25,41;138;0,36;44210;345;4869;3,26;50;0,03;106395;71,30;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460358;21/05/2025 08:30;<##PersonalSubject##>;;;28428;7223;25,41;54;0,75;8316;66;889;3,13;9;0,03;20307;71,43;0;0,00;0;0,00;;0;0,00;0;
istIST_5460346;20/05/2025 08:30;<##PersonalSubject##>;;;149113;38111;25,56;148;0,39;44702;244;4686;3,14;28;0,02;106288;71,28;0;0,00;0;0,00;;0;0,00;0;
antANT_5460354;20/05/2025 08:30;<##PersonalSubject##>;;;12889;2667;20,69;4;0,15;3033;4;431;3,34;5;0,04;9786;75,93;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460352;20/05/2025 08:30;<##PersonalSubject##>;;;12709;2991;23,53;5;0,17;3380;6;462;3,64;8;0,06;9248;72,77;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460350;20/05/2025 08:30;<##PersonalSubject##>;;;37929;7796;20,55;10;0,13;8900;17;1213;3,20;14;0,04;28906;76,21;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460348;20/05/2025 08:30;<##PersonalSubject##>;;;28415;7292;25,66;46;0,63;8454;59;826;2,91;5;0,02;20292;71,41;0;0,00;0;0,00;;0;0,00;0;
istIST_5460336;19/05/2025 08:30;<##PersonalSubject##>;;;149134;38242;25,64;145;0,38;44307;248;4658;3,12;38;0,03;106196;71,21;0;0,00;0;0,00;;0;0,00;0;
antANT_5460344;19/05/2025 08:30;<##PersonalSubject##>;;;12893;2638;20,46;4;0,15;3005;4;466;3,61;4;0,03;9785;75,89;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460338;19/05/2025 08:30;<##PersonalSubject##>;;;28417;7320;25,76;46;0,63;8402;66;843;2,97;6;0,02;20248;71,25;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460342;19/05/2025 08:30;<##PersonalSubject##>;;;12711;3019;23,75;4;0,13;3391;4;435;3,42;6;0,05;9251;72,78;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460340;19/05/2025 08:30;<##PersonalSubject##>;;;37935;7945;20,94;9;0,11;9042;9;1214;3,20;11;0,03;28765;75,83;0;0,00;0;0,00;;0;0,00;0;
antANT_5460260;18/05/2025 08:30;<##PersonalSubject##>;;;12897;2697;20,91;4;0,15;3036;7;455;3,53;6;0,05;9739;75,51;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460258;18/05/2025 08:30;<##PersonalSubject##>;;;12713;3063;24,09;5;0,16;3428;8;463;3,64;2;0,02;9185;72,25;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460254;18/05/2025 08:30;<##PersonalSubject##>;;;28431;7433;26,14;50;0,67;8479;71;899;3,16;5;0,02;20094;70,68;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460256;18/05/2025 08:30;<##PersonalSubject##>;;;37951;7995;21,07;12;0,15;9076;22;1215;3,20;16;0,04;28725;75,69;0;0,00;0;0,00;;0;0,00;0;
istIST_5460252;18/05/2025 08:30;<##PersonalSubject##>;;;149185;38373;25,72;143;0,37;44482;250;5072;3,40;36;0,02;105704;70,85;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5460250;17/05/2025 13:00;<##PersonalSubject##>;;;224915;55527;24,69;217;0,39;64098;249;1461;0,65;53;0,02;167874;74,64;0;0,00;0;0,00;;0;0,00;0;
istIST_5460240;17/05/2025 08:30;<##PersonalSubject##>;;;149218;35617;23,87;146;0,41;41472;261;10065;6,75;37;0,02;103499;69,36;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460244;17/05/2025 08:30;<##PersonalSubject##>;;;37963;7301;19,23;9;0,12;8352;17;2407;6,34;12;0,03;28243;74,40;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460242;17/05/2025 08:30;<##PersonalSubject##>;;;28445;7036;24,74;45;0,64;8134;68;1687;5,93;9;0,03;19713;69,30;0;0,00;0;0,00;;0;0,00;0;
antANT_5460248;17/05/2025 08:30;<##PersonalSubject##>;;;12896;2449;18,99;5;0,20;2826;5;1041;8,07;5;0,04;9401;72,90;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460246;17/05/2025 08:30;<##PersonalSubject##>;;;12711;2840;22,34;5;0,18;3252;8;979;7,70;1;0,01;8891;69,95;0;0,00;0;0,00;;0;0,00;0;
antANT_20250516_YEU_5461390;16/05/2025 17:00;Haftanın En Çok Tercih Edilen Antalya Fırsatları!;;;12901;2607;20,21;16;0,61;2979;19;644;4,99;4;0,03;9646;74,77;0;0,00;0;0,00;;0;0,00;0;
ankANK_20250516_YEU_5461384;16/05/2025 16:45;Haftanın En Çok Tercih Edilen Fırsatları!;;;28454;7284;25,60;210;2,88;8361;232;1143;4,02;6;0,02;20021;70,36;0;0,00;0;0,00;;0;0,00;0;
izmIZM_20250516_YEU_5461386;16/05/2025 16:45;Haftanın En Çok Tercih Edilen İzmir Fırsatları!;;;37981;7786;20,50;54;0,69;8891;65;1690;4,45;13;0,03;28492;75,02;0;0,00;0;0,00;;0;0,00;0;
burBUR_20250516_YEU_5461388;16/05/2025 16:45;Haftanın En Çok Tercih Edilen Bursa Fırsatları!;;;12714;3005;23,64;33;1,10;3382;38;629;4,95;2;0,02;9078;71,40;0;0,00;0;0,00;;0;0,00;0;
istIST_20250516_YEU_5461378;16/05/2025 16:35;Haftanın En Çok Tercih Edilen Fırsatları!;;;149257;37878;25,38;564;1,49;44085;833;6292;4,22;20;0,01;105067;70,39;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460234;16/05/2025 08:30;<##PersonalSubject##>;;;37988;7860;20,69;9;0,11;8945;14;1207;3,18;6;0,02;28915;76,12;0;0,00;0;0,00;;0;0,00;0;
antANT_5460238;16/05/2025 08:30;<##PersonalSubject##>;;;12903;2669;20,69;4;0,15;3038;6;431;3,34;2;0,02;9801;75,96;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460232;16/05/2025 08:30;<##PersonalSubject##>;;;28458;7251;25,48;52;0,72;8298;71;960;3,37;3;0,01;20244;71,14;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460236;16/05/2025 08:30;<##PersonalSubject##>;;;12715;2954;23,23;5;0,17;3359;7;463;3,64;1;0,01;9297;73,12;0;0,00;0;0,00;;0;0,00;0;
istIST_5460230;16/05/2025 08:30;<##PersonalSubject##>;;;149281;38112;25,53;134;0,35;44522;222;4879;3,27;17;0,01;106273;71,19;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5460228;15/05/2025 13:00;<##PersonalSubject##>;;;225154;55017;24,44;202;0,37;63993;326;7446;3,31;56;0,02;162635;72,23;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460222;15/05/2025 08:30;<##PersonalSubject##>;;;38007;7869;20,70;13;0,17;8989;20;1183;3,11;23;0,06;28932;76,12;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460220;15/05/2025 08:30;<##PersonalSubject##>;;;28469;7299;25,64;55;0,75;8390;77;875;3,07;10;0,04;20285;71,25;0;0,00;0;0,00;;0;0,00;0;
antANT_5460226;15/05/2025 08:30;<##PersonalSubject##>;;;12910;2695;20,88;5;0,19;3057;6;428;3,32;3;0,02;9784;75,79;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460224;15/05/2025 08:30;<##PersonalSubject##>;;;12725;3004;23,61;5;0,17;3388;8;481;3,78;5;0,04;9235;72,57;0;0,00;0;0,00;;0;0,00;0;
istIST_5460218;15/05/2025 08:30;<##PersonalSubject##>;;;149332;38121;25,53;143;0,38;44463;169;4825;3,23;46;0,03;106340;71,21;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460214;14/05/2025 08:30;<##PersonalSubject##>;;;12717;3042;23,92;6;0,20;3440;8;508;3,99;2;0,02;9165;72,07;0;0,00;0;0,00;;0;0,00;0;
antANT_5460216;14/05/2025 08:30;<##PersonalSubject##>;;;12902;2695;20,89;4;0,15;3080;7;453;3,51;6;0,05;9748;75,55;0;0,00;0;0,00;;0;0,00;0;
istIST_5460208;14/05/2025 08:30;<##PersonalSubject##>;;;149288;38125;25,54;138;0,36;44690;273;4748;3,18;46;0,03;106369;71,25;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460212;14/05/2025 08:30;<##PersonalSubject##>;;;37976;7872;20,73;15;0,19;9038;36;1099;2,89;14;0,04;28991;76,34;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460210;14/05/2025 08:30;<##PersonalSubject##>;;;28463;7299;25,64;44;0,60;8411;71;903;3,17;6;0,02;20255;71,16;0;0,00;0;0,00;;0;0,00;0;
istIST_5460198;13/05/2025 08:30;<##PersonalSubject##>;;;149274;37910;25,40;149;0,39;44317;279;1718;1,15;39;0,03;109607;73,43;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460200;13/05/2025 08:30;<##PersonalSubject##>;;;28452;7288;25,62;52;0,71;8355;52;398;1,40;5;0,02;20761;72,97;0;0,00;0;0,00;;0;0,00;0;
antANT_5460206;13/05/2025 08:30;<##PersonalSubject##>;;;12893;2648;20,54;5;0,19;3030;8;5;0,04;2;0,02;10238;79,41;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460204;13/05/2025 08:30;<##PersonalSubject##>;;;12718;3021;23,75;3;0,10;3404;6;232;1,82;6;0,05;9459;74,37;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460202;13/05/2025 08:30;<##PersonalSubject##>;;;37961;7868;20,73;10;0,13;8981;17;468;1,23;11;0,03;29614;78,01;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460192;12/05/2025 08:30;<##PersonalSubject##>;;;37979;7719;20,32;12;0,16;8848;21;1239;3,26;11;0,03;29010;76,38;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460194;12/05/2025 08:30;<##PersonalSubject##>;;;12718;2997;23,57;5;0,17;3376;8;429;3,37;5;0,04;9287;73,02;0;0,00;0;0,00;;0;0,00;0;
antANT_5460196;12/05/2025 08:30;<##PersonalSubject##>;;;12900;2633;20,41;4;0,15;3012;6;442;3,43;8;0,06;9817;76,10;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460190;12/05/2025 08:30;<##PersonalSubject##>;;;28456;7198;25,30;53;0,74;8290;64;933;3,28;5;0,02;20320;71,41;0;0,00;0;0,00;;0;0,00;0;
istIST_5460188;12/05/2025 08:30;<##PersonalSubject##>;;;149298;38108;25,52;161;0,42;44488;281;4772;3,20;41;0,03;106377;71,25;0;0,00;0;0,00;;0;0,00;0;
istIST_5460178;11/05/2025 08:30;<##PersonalSubject##>;;;149257;38506;25,80;159;0,41;44552;277;4757;3,19;44;0,03;105950;70,98;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460180;11/05/2025 08:30;<##PersonalSubject##>;;;28446;7318;25,73;51;0,70;8405;72;908;3,19;9;0,03;20211;71,05;0;0,00;0;0,00;;0;0,00;0;
antANT_5460186;11/05/2025 08:30;<##PersonalSubject##>;;;12891;2655;20,60;4;0,15;3040;7;417;3,23;3;0,02;9816;76,15;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460182;11/05/2025 08:30;<##PersonalSubject##>;;;37946;7897;20,81;11;0,14;9012;11;1216;3,20;10;0,03;28823;75,96;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460184;11/05/2025 08:30;<##PersonalSubject##>;;;12713;3035;23,87;6;0,20;3383;9;491;3,86;1;0,01;9186;72,26;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_20250509_YEU_5461376;10/05/2025 13:00;Şehrin Ortasında Jakuzili Kaçamak! Mari Suites'te Spa Keyfi Sizi Bekliyor;;;431041;74065;17,18;1344;1,81;84118;1699;14584;3,38;416;0,10;341976;79,34;0;0,00;0;0,00;;0;0,00;0;
istIST_5460166;10/05/2025 08:30;<##PersonalSubject##>;;;149291;38167;25,57;156;0,41;44050;335;3389;2,27;42;0,03;107693;72,14;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460168;10/05/2025 08:30;<##PersonalSubject##>;;;28447;7357;25,86;51;0,69;8454;78;868;3,05;4;0,01;20218;71,07;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460170;10/05/2025 08:30;<##PersonalSubject##>;;;37963;7924;20,87;10;0,13;8932;19;954;2,51;11;0,03;29074;76,59;0;0,00;0;0,00;;0;0,00;0;
antANT_5460174;10/05/2025 08:30;<##PersonalSubject##>;;;12893;2654;20,58;4;0,15;3016;7;430;3,34;6;0,05;9803;76,03;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460172;10/05/2025 08:30;<##PersonalSubject##>;;;12719;3033;23,85;5;0,16;3385;8;413;3,25;4;0,03;9269;72,88;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460158;09/05/2025 08:30;<##PersonalSubject##>;;;28454;7323;25,74;55;0,75;8431;73;733;2,58;7;0,02;20391;71,66;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460160;09/05/2025 08:30;<##PersonalSubject##>;;;37988;7974;20,99;12;0,15;9144;19;1277;3,36;16;0,04;28721;75,61;0;0,00;0;0,00;;0;0,00;0;
antANT_5460164;09/05/2025 08:30;<##PersonalSubject##>;;;12898;2682;20,79;5;0,19;3091;7;431;3,34;5;0,04;9780;75,83;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460162;09/05/2025 08:30;<##PersonalSubject##>;;;12731;3017;23,70;5;0,17;3448;8;472;3,71;2;0,02;9240;72,58;0;0,00;0;0,00;;0;0,00;0;
istIST_5460156;09/05/2025 08:30;<##PersonalSubject##>;;;149348;38354;25,68;142;0,37;44680;239;4752;3,18;36;0,02;106206;71,11;0;0,00;0;0,00;;0;0,00;0;
istIST_5460144;08/05/2025 17:00;<##PersonalSubject##>;;;149430;38637;25,86;149;0,39;45039;255;4773;3,19;146;0,10;105874;70,85;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5460154;08/05/2025 13:00;<##PersonalSubject##>;;;225410;55109;24,45;197;0,36;63981;337;7530;3,34;293;0,13;162478;72,08;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460148;08/05/2025 08:30;<##PersonalSubject##>;;;38039;7960;20,93;10;0,13;9062;10;1258;3,31;77;0,20;28744;75,56;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460150;08/05/2025 08:30;<##PersonalSubject##>;;;12739;3014;23,66;5;0,17;3396;6;571;4,48;14;0,11;9140;71,75;0;0,00;0;0,00;;0;0,00;0;
antANT_5460152;08/05/2025 08:30;<##PersonalSubject##>;;;12914;2703;20,93;4;0,15;3107;7;461;3,57;21;0,16;9729;75,34;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460146;08/05/2025 08:30;<##PersonalSubject##>;;;28463;7333;25,76;49;0,67;8441;70;862;3,03;18;0,06;20250;71,14;0;0,00;0;0,00;;0;0,00;0;
istIST_5460022;04/05/2025 08:30;<##PersonalSubject##>;;;149027;39160;26,28;144;0,37;45555;255;294;0,20;40;0,03;109533;73,50;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460024;04/05/2025 08:30;<##PersonalSubject##>;;;28401;7522;26,48;51;0,68;8628;72;36;0,13;4;0,01;20839;73,37;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460028;04/05/2025 08:30;<##PersonalSubject##>;;;12705;3035;23,89;5;0,16;3403;8;35;0,28;5;0,04;9630;75,80;0;0,00;0;0,00;;0;0,00;0;
antANT_5460030;04/05/2025 08:30;<##PersonalSubject##>;;;12881;2732;21,21;4;0,15;3140;7;20;0,16;6;0,05;10123;78,59;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460026;04/05/2025 08:30;<##PersonalSubject##>;;;37894;8028;21,19;12;0,15;9153;19;54;0,14;14;0,04;29798;78,64;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5460020;03/05/2025 13:00;<##PersonalSubject##>;;;224873;56586;25,16;213;0,38;65507;353;7210;3,21;68;0,03;161009;71,60;0;0,00;0;0,00;;0;0,00;0;
antANT_5460018;03/05/2025 08:30;<##PersonalSubject##>;;;12890;2759;21,40;4;0,14;3183;7;440;3,41;4;0,03;9687;75,15;0;0,00;0;0,00;;0;0,00;0;
istIST_5460010;03/05/2025 08:30;<##PersonalSubject##>;;;149117;39113;26,23;149;0,38;45342;177;4689;3,14;34;0,02;105281;70,60;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460016;03/05/2025 08:30;<##PersonalSubject##>;;;12719;3108;24,44;6;0,19;3505;9;459;3,61;7;0,06;9145;71,90;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460014;03/05/2025 08:30;<##PersonalSubject##>;;;37920;8044;21,21;11;0,14;9116;18;1239;3,27;8;0,02;28629;75,50;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460012;03/05/2025 08:30;<##PersonalSubject##>;;;28412;7546;26,56;49;0,65;8693;49;850;2,99;3;0,01;20013;70,44;0;0,00;0;0,00;;0;0,00;0;
istIST_5460000;02/05/2025 08:30;<##PersonalSubject##>;;;149171;38386;25,73;162;0,42;44744;261;5139;3,45;32;0,02;105614;70,80;0;0,00;0;0,00;;0;0,00;0;
burBUR_5460006;02/05/2025 08:30;<##PersonalSubject##>;;;12714;3040;23,91;7;0,23;3418;11;448;3,52;1;0,01;9225;72,56;0;0,00;0;0,00;;0;0,00;0;
antANT_5460008;02/05/2025 08:30;<##PersonalSubject##>;;;12891;2700;20,94;4;0,15;3123;7;448;3,48;3;0,02;9740;75,56;0;0,00;0;0,00;;0;0,00;0;
ankANK_5460002;02/05/2025 08:30;<##PersonalSubject##>;;;28411;7366;25,93;49;0,67;8435;49;929;3,27;6;0,02;20110;70,78;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5460004;02/05/2025 08:30;<##PersonalSubject##>;;;37926;7914;20,87;11;0,14;8992;18;1249;3,29;8;0,02;28755;75,82;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459998;01/05/2025 13:00;<##PersonalSubject##>;;;225008;56133;24,95;229;0,41;65126;375;7307;3,25;61;0,03;161507;71,78;0;0,00;0;0,00;;0;0,00;0;
antANT_5459996;01/05/2025 08:30;<##PersonalSubject##>;;;12899;2696;20,90;4;0,15;3112;7;455;3,53;7;0,05;9741;75,52;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459992;01/05/2025 08:30;<##PersonalSubject##>;;;37959;7934;20,90;10;0,13;9053;17;1237;3,26;22;0,06;28766;75,78;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459994;01/05/2025 08:30;<##PersonalSubject##>;;;12715;3030;23,83;6;0,20;3394;9;447;3,52;2;0,02;9236;72,64;0;0,00;0;0,00;;0;0,00;0;
istIST_5459988;01/05/2025 08:30;<##PersonalSubject##>;;;149206;39212;26,28;154;0,39;45543;269;4743;3,18;36;0,02;105215;70,52;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459990;01/05/2025 08:30;<##PersonalSubject##>;;;28422;7482;26,32;51;0,68;8585;51;888;3,12;4;0,01;20048;70,54;0;0,00;0;0,00;;0;0,00;0;
antANT_5459986;30/04/2025 08:30;<##PersonalSubject##>;;;12892;2704;20,97;5;0,18;3096;6;66;0,51;8;0,06;10114;78,45;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459982;30/04/2025 08:30;<##PersonalSubject##>;;;37950;7835;20,65;11;0,14;9024;11;470;1,24;19;0,05;29626;78,07;0;0,00;0;0,00;;0;0,00;0;
istIST_5459978;30/04/2025 08:30;<##PersonalSubject##>;;;149157;38547;25,84;157;0,41;45235;181;285;0,19;39;0,03;110286;73,94;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459980;30/04/2025 08:30;<##PersonalSubject##>;;;28411;7396;26,03;50;0,68;8453;70;298;1,05;5;0,02;20712;72,90;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459984;30/04/2025 08:30;<##PersonalSubject##>;;;12714;3072;24,16;5;0,16;3475;6;58;0,46;5;0,04;9579;75,34;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459974;29/04/2025 08:30;<##PersonalSubject##>;;;12706;3029;23,84;6;0,20;3460;9;473;3,72;4;0,03;9200;72,41;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459970;29/04/2025 08:30;<##PersonalSubject##>;;;28411;7333;25,81;49;0,67;8401;69;885;3,11;10;0,04;20183;71,04;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459972;29/04/2025 08:30;<##PersonalSubject##>;;;37944;7900;20,82;12;0,15;9071;18;1306;3,44;15;0,04;28723;75,70;0;0,00;0;0,00;;0;0,00;0;
istIST_5459968;29/04/2025 08:30;<##PersonalSubject##>;;;149117;38297;25,68;170;0,44;44886;240;5103;3,42;35;0,02;105682;70,87;0;0,00;0;0,00;;0;0,00;0;
antANT_5459976;29/04/2025 08:30;<##PersonalSubject##>;;;12876;2690;20,89;4;0,15;3097;7;481;3,74;0;0,00;9705;75,37;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459962;28/04/2025 08:30;<##PersonalSubject##>;;;37949;8061;21,24;12;0,15;9250;19;1281;3,38;10;0,03;28597;75,36;0;0,00;0;0,00;;0;0,00;0;
antANT_5459966;28/04/2025 08:30;<##PersonalSubject##>;;;12887;2754;21,37;4;0,15;3162;6;475;3,69;7;0,05;9651;74,89;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459960;28/04/2025 08:30;<##PersonalSubject##>;;;28413;7381;25,98;57;0,77;8490;77;929;3,27;6;0,02;20097;70,73;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459964;28/04/2025 08:30;<##PersonalSubject##>;;;12701;3039;23,93;4;0,13;3492;4;498;3,92;1;0,01;9163;72,14;0;0,00;0;0,00;;0;0,00;0;
istIST_5459958;28/04/2025 08:30;<##PersonalSubject##>;;;149160;38393;25,74;159;0,41;45028;290;4736;3,18;37;0,02;105994;71,06;0;0,00;0;0,00;;0;0,00;0;
istIST_5459948;27/04/2025 08:30;<##PersonalSubject##>;;;149185;39000;26,14;149;0,38;45594;264;4427;2,97;24;0,02;105734;70,87;0;0,00;0;0,00;;0;0,00;0;
antANT_5459956;27/04/2025 08:30;<##PersonalSubject##>;;;12892;2855;22,15;5;0,18;3253;8;427;3,31;5;0,04;9605;74,50;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459952;27/04/2025 08:30;<##PersonalSubject##>;;;37954;8031;21,16;11;0,14;9207;18;1278;3,37;9;0,02;28636;75,45;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459954;27/04/2025 08:30;<##PersonalSubject##>;;;12705;3081;24,25;6;0,19;3507;9;458;3,60;2;0,02;9164;72,13;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459950;27/04/2025 08:30;<##PersonalSubject##>;;;28438;7415;26,07;51;0,69;8546;72;1021;3,59;10;0,04;19992;70,30;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459946;26/04/2025 13:00;<##PersonalSubject##>;;;224991;56344;25,04;218;0,39;65459;355;7269;3,23;44;0,02;161334;71,71;0;0,00;0;0,00;;0;0,00;0;
istIST_5459936;26/04/2025 08:30;<##PersonalSubject##>;;;149198;38610;25,88;152;0,39;44953;263;1946;1,30;29;0,02;108613;72,80;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459942;26/04/2025 08:30;<##PersonalSubject##>;;;12702;3093;24,35;6;0,19;3522;9;424;3,34;2;0,02;9183;72,30;0;0,00;0;0,00;;0;0,00;0;
antANT_5459944;26/04/2025 08:30;<##PersonalSubject##>;;;12886;2810;21,81;4;0,14;3212;7;408;3,17;2;0,02;9666;75,01;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459940;26/04/2025 08:30;<##PersonalSubject##>;;;37954;7933;20,90;10;0,13;8993;17;624;1,64;7;0,02;29390;77,44;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459938;26/04/2025 08:30;<##PersonalSubject##>;;;28439;7278;25,59;52;0,71;8411;52;694;2,44;2;0,01;20465;71,96;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459928;25/04/2025 08:30;<##PersonalSubject##>;;;28431;7243;25,48;52;0,72;8310;64;946;3,33;3;0,01;20239;71,19;0;0,00;0;0,00;;0;0,00;0;
istIST_5459926;25/04/2025 08:30;<##PersonalSubject##>;;;149162;38228;25,63;154;0,40;44702;187;2116;1,42;18;0,01;108800;72,94;0;0,00;0;0,00;;0;0,00;0;
antANT_5459934;25/04/2025 08:30;<##PersonalSubject##>;;;12882;2675;20,77;4;0,15;3086;6;402;3,12;3;0,02;9802;76,09;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459930;25/04/2025 08:30;<##PersonalSubject##>;;;37950;7765;20,46;10;0,13;8872;16;1185;3,12;10;0,03;28990;76,39;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459932;25/04/2025 08:30;<##PersonalSubject##>;;;12699;2973;23,41;4;0,13;3376;6;429;3,38;2;0,02;9295;73,19;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459924;24/04/2025 13:00;<##PersonalSubject##>;;;225016;56619;25,16;216;0,38;65874;240;7156;3,18;58;0,03;161183;71,63;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459916;24/04/2025 08:30;<##PersonalSubject##>;;;28443;7363;25,89;52;0,71;8490;52;868;3,05;8;0,03;20204;71,03;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459920;24/04/2025 08:30;<##PersonalSubject##>;;;12702;3069;24,16;5;0,16;3525;8;470;3,70;2;0,02;9161;72,12;0;0,00;0;0,00;;0;0,00;0;
istIST_5459914;24/04/2025 08:30;<##PersonalSubject##>;;;149166;38700;25,94;150;0,39;45434;176;5031;3,37;45;0,03;105390;70,65;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459918;24/04/2025 08:30;<##PersonalSubject##>;;;37933;7945;20,94;11;0,14;9107;11;1272;3,35;8;0,02;28708;75,68;0;0,00;0;0,00;;0;0,00;0;
antANT_5459922;24/04/2025 08:30;<##PersonalSubject##>;;;12885;2809;21,80;4;0,14;3205;4;484;3,76;8;0,06;9584;74,38;0;0,00;0;0,00;;0;0,00;0;
istIST_5459904;23/04/2025 08:30;<##PersonalSubject##>;;;149239;38603;25,87;147;0,38;44744;253;4736;3,17;53;0,04;105847;70,92;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459910;23/04/2025 08:30;<##PersonalSubject##>;;;12702;3015;23,74;5;0,17;3401;8;456;3,59;1;0,01;9230;72,67;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459908;23/04/2025 08:30;<##PersonalSubject##>;;;37938;7908;20,84;11;0,14;9015;18;1250;3,29;6;0,02;28774;75,84;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459906;23/04/2025 08:30;<##PersonalSubject##>;;;28442;7397;26,01;49;0,66;8439;68;885;3,11;8;0,03;20152;70,85;0;0,00;0;0,00;;0;0,00;0;
